,Business_name,Street_address,Categories,Cost,Rating,Review Count,Web_address,Rental_address
1216,Beyoglu,"162 N 4th StBrooklyn, NY 11211","[Turkish,, Mediterranean]",$$,3.5 star rating,31 reviews,https://www.yelp.com/biz/beyoglu-new-york,"8655 Broadway, Elmhurst, NY 11373"
1217,Pig Heaven,"216 Bedford AveBrooklyn, NY 11249","[Barbeque,, Chinese]",$$$,4.5 star rating,189 reviews,https://www.yelp.com/biz/pig-heaven-new-york-3,"8655 Broadway, Elmhurst, NY 11373"
1218,Flex Mussels,"205 Bedford AveBrooklyn, NY 11211","[Seafood,, Desserts,, Belgian]",$$,4.5 star rating,75 reviews,https://www.yelp.com/biz/flex-mussels-new-york,"8655 Broadway, Elmhurst, NY 11373"
1219,Parma,"138 N 6th StBrooklyn, NY 11211","[Italian,, Salad,, Soup]",$$,4.0 star rating,105 reviews,https://www.yelp.com/biz/parma-new-york,"8655 Broadway, Elmhurst, NY 11373"
1220,Mountain Province,"135 N 5th StBrooklyn, NY 11249","[Bakeries,, Coffee, &, Tea]",$$,5.0 star rating,83 reviews,https://www.yelp.com/biz/mountain-province-brooklyn,"1390 3rd Avenue, New York, NY 10075"
1221,China Express,"639 Driggs AveWilliamsburg, NY 11211",[Chinese],$,4.5 star rating,136 reviews,https://www.yelp.com/biz/china-express-brooklyn-4,"1390 3rd Avenue, New York, NY 10075"
1222,Evil Olive Pizza Bar,"304 E 6th StNew York, NY 10003","[Bars,, Pizza,, Italian]",$$,4.5 star rating,79 reviews,https://www.yelp.com/biz/evil-olive-pizza-bar-brooklyn,"1390 3rd Avenue, New York, NY 10075"
1223,Muffler Master,"96 2nd AveNew York, NY 10003","[Auto, Repair]",$$,4.5 star rating,362 reviews,https://www.yelp.com/biz/muffler-master-brooklyn,"1390 3rd Avenue, New York, NY 10075"
1224,Samurai Papa,"239 E 5th StNew York, NY 10003",[Ramen],$,4.5 star rating,62 reviews,https://www.yelp.com/biz/samurai-papa-brooklyn-2,"1390 3rd Avenue, New York, NY 10075"
1225,Brooklyn Ball Factory,"104 2nd AveNew York, NY 10003","[Cafes,, Asian, Fusion]",$,4.5 star rating,93 reviews,https://www.yelp.com/biz/brooklyn-ball-factory-brooklyn,"1390 3rd Avenue, New York, NY 10075"
1226,Nam Nam,"309 E 5th StNew York, NY 10003","[Vietnamese,, Coffee, &, Tea]",$,5.0 star rating,41 reviews,https://www.yelp.com/biz/nam-nam-brooklyn-2,"1390 3rd Avenue, New York, NY 10075"
1227,19 Cafe,"100 2nd AveNew York, NY 10003","[Coffee, &, Tea,, Asian, Fusion,, Breakfast, &, Brunch]",$$,4.5 star rating,19 reviews,https://www.yelp.com/biz/19-cafe-new-york,"1390 3rd Avenue, New York, NY 10075"
1228,Featherweight,"100 2nd AveNew York, NY 10003",[Bars],$$,5.0 star rating,21 reviews,https://www.yelp.com/biz/featherweight-brooklyn,"1390 3rd Avenue, New York, NY 10075"
1229,Nelly’s Flower Shop,"318 E 6th StNew York, NY 10003",[Florists],$$,3.5 star rating,56 reviews,https://www.yelp.com/biz/nellys-flower-shop-brooklyn,"1390 3rd Avenue, New York, NY 10075"
1230,Priceless Pet Services,"103 2nd AveNew York, NY 10003","[Pet, Boarding/Pet, Sitting]",$$,5.0 star rating,17 reviews,https://www.yelp.com/biz/priceless-pet-services-new-york-2,"133 Harrison Avenue, Brooklyn, NY 11206"
1231,Waterfalls in Central Park,"104 2nd AveNew York, NY 10003",[Parks],$$$,3.5 star rating,176 reviews,https://www.yelp.com/biz/waterfalls-in-central-park-new-york,"133 Harrison Avenue, Brooklyn, NY 11206"
1232,Lilac Natural Nail & Spa,"175 5th AveNew York, NY 10010","[Nail, Salons,, Waxing,, Skin, Care]",$$$,3.5 star rating,27 reviews,https://www.yelp.com/biz/lilac-natural-nail-and-spa-new-york-2,"133 Harrison Avenue, Brooklyn, NY 11206"
1233,Dorothy Shi Photography,"E 23rd St & Madison AveNew York, NY 10010","[Session, Photography,, Event, Photography]",$$$,4.5 star rating,184 reviews,https://www.yelp.com/biz/dorothy-shi-photography-new-york-2,"133 Harrison Avenue, Brooklyn, NY 11206"
1234,Bareburger,"16 E 23rd StNew York, NY 10010","[Burgers,, Salad,, American, (Traditional)]",$$,3.5 star rating,255 reviews,https://www.yelp.com/biz/bareburger-new-york-20,"133 Harrison Avenue, Brooklyn, NY 11206"
1235,Starbucks,"949 BroadwayNew York, NY 10010","[Coffee, &, Tea]",$$,4.0 star rating,240 reviews,https://www.yelp.com/biz/starbucks-new-york-196,"133 Harrison Avenue, Brooklyn, NY 11206"
1236,Doaba Deli,"11 Madison AveNew York, NY 10010","[Indian,, Vegetarian]",$$,4.0 star rating,370 reviews,https://www.yelp.com/biz/doaba-deli-new-york-2,"133 Harrison Avenue, Brooklyn, NY 11206"
1237,Whole Foods Market,"5 Madison AveNew York, NY 10010","[Grocery,, Specialty, Food,, Coffee, &, Tea]",$$,3.5 star rating,66 reviews,https://www.yelp.com/biz/whole-foods-market-new-york-10,"133 Harrison Avenue, Brooklyn, NY 11206"
1238,Birch Coffee,"Eleven Madison AveNew York, NY 10010","[Coffee, &, Tea]",$$,4.0 star rating,110 reviews,https://www.yelp.com/biz/birch-coffee-new-york-11,"133 Harrison Avenue, Brooklyn, NY 11206"
1239,Saiguette,"12 E 22nd StNew York, NY 10010",[Vietnamese],$,4.5 star rating,14 reviews,https://www.yelp.com/biz/saiguette-new-york,"133 Harrison Avenue, Brooklyn, NY 11206"
1240,Kiku Sushi,"928 BroadwayNew York, NY 10010","[Japanese,, Sushi, Bars]",$,4.0 star rating,39 reviews,https://www.yelp.com/biz/kiku-sushi-staten-island,"405 Central Park W, New York, NY 10025"
1241,Campania,"14 E 23rd StNew York, NY 10010","[Pizza,, Italian]",$$,4.0 star rating,29 reviews,https://www.yelp.com/biz/campania-eltingville,"405 Central Park W, New York, NY 10025"
1242,Sal & Lloyd’s Pizza Place,"633 Jericho TpkeNew Hyde Park, NY 11040",[Pizza],$,4.0 star rating,13 reviews,https://www.yelp.com/biz/sal-and-lloyds-pizza-place-staten-island,"405 Central Park W, New York, NY 10025"
1243,Giovannis Trattoria,"914 Jericho TpkeNew Hyde Park, NY 11040",[Italian],$,4.5 star rating,14 reviews,https://www.yelp.com/biz/giovannis-trattoria-staten-island,"405 Central Park W, New York, NY 10025"
1244,Joyce’s Tavern,"1200 Jericho TpkeNew Hyde Park, NY 11040","[American, (New),, Burgers,, Irish, Pub]",$,3.5 star rating,32 reviews,https://www.yelp.com/biz/joyces-tavern-staten-island,"405 Central Park W, New York, NY 10025"
1245,Freddie’s Pork Store and Salumeria,"615 Jericho TurnpikeNew Hyde Park, NY 11040","[Grocery,, Caterers,, Delis]",$$,3.5 star rating,46 reviews,https://www.yelp.com/biz/freddies-pork-store-and-salumeria-staten-island,"405 Central Park W, New York, NY 10025"
1246,Pastosa Ravioli,"1215 Jericho TpkeNew Hyde Park, NY 11040","[Pasta, Shops,, Delis]",$$,5.0 star rating,15 reviews,https://www.yelp.com/biz/pastosa-ravioli-staten-island-2,"405 Central Park W, New York, NY 10025"
1247,Tomo Japanese Restaurant,"708 Jericho TpkeNew Hyde Park, NY 11040",[Japanese],$,5.0 star rating,57 reviews,https://www.yelp.com/biz/tomo-japanese-restaurant-staten-island,"405 Central Park W, New York, NY 10025"
1248,Desert Rose,"443 Jericho TpkeNew Hyde Park, NY 11040","[Cafes,, Mediterranean]",$$,4.5 star rating,173 reviews,https://www.yelp.com/biz/desert-rose-staten-island,"405 Central Park W, New York, NY 10025"
1249,Holiday Beverage,"1008 Jericho TpkeNew Hyde Park, NY 11040","[Beer,, Wine, &, Spirits]",$$,4.0 star rating,268 reviews,https://www.yelp.com/biz/holiday-beverage-staten-island,"405 Central Park W, New York, NY 10025"
1250,Sweet & Sara,"231 Jericho TpkeNew Hyde Park, NY 11040","[Desserts,, Vegan]",$$,4.5 star rating,52 reviews,https://www.yelp.com/biz/sweet-and-sara-long-island-city-3,"3845 Richmond Avenue, Staten Island, NY 10312"
1251,SoleLuna Restaurant,"902 Jericho TpkeNew Hyde Park, NY 11040","[Cafes,, Italian,, Breakfast, &, Brunch]",$$,3.5 star rating,268 reviews,https://www.yelp.com/biz/soleluna-restaurant-sunnyside,"3845 Richmond Avenue, Staten Island, NY 10312"
1252,Sunnyside Pizza,"5 E 19th StNew York, NY 10003",[Pizza],$$,4.0 star rating,164 reviews,https://www.yelp.com/biz/sunnyside-pizza-sunnyside-2,"3845 Richmond Avenue, Staten Island, NY 10312"
1253,The Brothers Cafe,"8 W 18th StNew York, NY 10011","[Breakfast, &, Brunch,, Diners,, Mexican]",$$,4.5 star rating,78 reviews,https://www.yelp.com/biz/the-brothers-cafe-sunnyside,"3845 Richmond Avenue, Staten Island, NY 10312"
1254,Pete’s Grill,"12 W 18th StNew York, NY 10011","[Breakfast, &, Brunch]",$$$,4.0 star rating,286 reviews,https://www.yelp.com/biz/petes-grill-sunnyside,"3845 Richmond Avenue, Staten Island, NY 10312"
1255,Butcher Block,"2 W 19th StNew York, NY 10011","[Meat, Shops,, Irish,, Sandwiches]",$$,4.0 star rating,56 reviews,https://www.yelp.com/biz/butcher-block-sunnyside,"3845 Richmond Avenue, Staten Island, NY 10312"
1256,Tacos El Vagabundo,"15 W 18th StNew York, NY 10011","[Mexican,, Food, Stands]",$$,4.0 star rating,36 reviews,https://www.yelp.com/biz/tacos-el-vagabundo-sunnyside,"3845 Richmond Avenue, Staten Island, NY 10312"
1257,Natural Tofu Restaurant,"17 W 19th StNew York, NY 10011",[Korean],$,4.0 star rating,2167 reviews,https://www.yelp.com/biz/natural-tofu-restaurant-sunnyside,"3845 Richmond Avenue, Staten Island, NY 10312"
1258,Dazie’s,"138 5th AveNew York, NY 10011","[Italian,, American, (Traditional)]",$,4.5 star rating,52 reviews,https://www.yelp.com/biz/dazies-sunnyside,"3845 Richmond Avenue, Staten Island, NY 10312"
1259,China Garden,"39 W 19th StNew York, NY 10011",[Chinese],$$,4.0 star rating,3755 reviews,https://www.yelp.com/biz/china-garden-sunnyside,"3845 Richmond Avenue, Staten Island, NY 10312"
1260,Pies-n-Thighs,"8 E 18th StNew York, NY 10003","[Southern,, Barbeque,, Breakfast, &, Brunch]",$$,4.0 star rating,405 reviews,https://www.yelp.com/biz/pies-n-thighs-brooklyn,"3609 3615 Queens Boulevard, Long Island City, NY 11101"
1261,Pokito,"5 W 19th StNew York, NY 10011","[Bars,, Asian, Fusion,, American, (New)]",$,4.0 star rating,87 reviews,https://www.yelp.com/biz/pokito-brooklyn-2,"3609 3615 Queens Boulevard, Long Island City, NY 11101"
1262,Peter Luger,"37-70 79th StJackson Heights, NY 11372",[Steakhouses],$$,4.0 star rating,257 reviews,https://www.yelp.com/biz/peter-luger-brooklyn-2,"3609 3615 Queens Boulevard, Long Island City, NY 11101"
1263,Delaney BBQ,"8101 Roosevelt AveJackson Heights, NY 11372","[American, (Traditional),, Barbeque]",$$,4.0 star rating,90 reviews,https://www.yelp.com/biz/delaney-bbq-brooklyn,"3609 3615 Queens Boulevard, Long Island City, NY 11101"
1264,Summers Juice & Coffee,"81-04 Roosevelt AveJackson Heights, NY 11373","[Coffee, &, Tea,, Juice, Bars, &, Smoothies,, Sandwiches]",$$,4.5 star rating,476 reviews,https://www.yelp.com/biz/summers-juice-and-coffee-brooklyn-2,"3609 3615 Queens Boulevard, Long Island City, NY 11101"
1265,Bistro Petit,"79-11 Roosevelt AveJackson Heights, NY 11372","[American, (New),, French,, Korean]",$,4.0 star rating,556 reviews,https://www.yelp.com/biz/bistro-petit-brooklyn,"3609 3615 Queens Boulevard, Long Island City, NY 11101"
1266,OTB,"7919 Roosevelt AveJackson Heights, NY 11372","[American, (New),, Bars]",$$,4.0 star rating,279 reviews,https://www.yelp.com/biz/otb-brooklyn,"3609 3615 Queens Boulevard, Long Island City, NY 11101"
1267,BeeHive Oven Biscuit Cafe,"8112 Roosevelt AveJackson Heights, NY 11372","[Southern,, Cajun/Creole,, Breakfast, &, Brunch]",$$,4.0 star rating,181 reviews,https://www.yelp.com/biz/beehive-oven-biscuit-cafe-brooklyn,"3609 3615 Queens Boulevard, Long Island City, NY 11101"
1268,Rabbithole Restaurant,"80-02 Roosevelt AveJackson Heights, NY 11372","[American, (New),, Breakfast, &, Brunch]",$,3.5 star rating,332 reviews,https://www.yelp.com/biz/rabbithole-restaurant-brooklyn,"3609 3615 Queens Boulevard, Long Island City, NY 11101"
1269,PT Restaurant,"77-02A Roosevelt AveJackson Heights, NY 11373",[Italian],$,5.0 star rating,45 reviews,https://www.yelp.com/biz/pt-restaurant-brooklyn,"3609 3615 Queens Boulevard, Long Island City, NY 11101"
1270,Delaware and Hudson,"81-34 Baxter AveElmhurst, NY 11373","[American, (Traditional),, Pretzels,, Breakfast, &, Brunch]",$$,4.5 star rating,73 reviews,https://www.yelp.com/biz/delaware-and-hudson-brooklyn,"808 Driggs Avenue, Brooklyn, NY 11211"
1271,Fabiane’s,"40-12 83rd StElmhurst, NY 11373","[Cafes,, Salad,, Sandwiches]",$,4.0 star rating,137 reviews,https://www.yelp.com/biz/fabianes-brooklyn,"808 Driggs Avenue, Brooklyn, NY 11211"
1272,Soap Cherie,"639 Driggs AveWilliamsburg, NY 11211","[Cosmetics, &, Beauty, Supply]",$$,4.0 star rating,73 reviews,https://www.yelp.com/biz/soap-cherie-brooklyn-2,"808 Driggs Avenue, Brooklyn, NY 11211"
1273,Williamsburg Thai Cuisine,"232 Metropolitan AveWilliamsburg, NY 11211",[Thai],$$$,4.0 star rating,200 reviews,https://www.yelp.com/biz/williamsburg-thai-cuisine-brooklyn,"808 Driggs Avenue, Brooklyn, NY 11211"
1274,sweetgreen,"302 Metropolitan AveBrooklyn, NY 11211","[Salad,, Vegetarian]",$$,4.5 star rating,115 reviews,https://www.yelp.com/biz/sweetgreen-new-york-17,"808 Driggs Avenue, Brooklyn, NY 11211"
1275,Joe’s Pizza,"2 Hope StBrooklyn, NY 11211",[Pizza],$$$,3.5 star rating,607 reviews,https://www.yelp.com/biz/joes-pizza-brooklyn-8,"808 Driggs Avenue, Brooklyn, NY 11211"
1276,Ako,"261 Metropolitan AveBrooklyn, NY 11211","[Sushi, Bars,, Japanese,, Wine, Bars]",$$,5.0 star rating,36 reviews,https://www.yelp.com/biz/ako-brooklyn-3,"808 Driggs Avenue, Brooklyn, NY 11211"
1277,Caprices By Sophie,"637 Driggs AveBrooklyn, NY 11211","[Bakeries,, Cafes,, Coffee, &, Tea]",$$,4.0 star rating,521 reviews,https://www.yelp.com/biz/caprices-by-sophie-brooklyn,"808 Driggs Avenue, Brooklyn, NY 11211"
1278,Juliette,"162 N 4th StBrooklyn, NY 11211","[Bars,, French]",$,4.0 star rating,1062 reviews,https://www.yelp.com/biz/juliette-brooklyn,"808 Driggs Avenue, Brooklyn, NY 11211"
1279,Sort Of Wine Bar,"285 Metropolitan AveBrooklyn, NY 11211","[Wine, Bars]",$$,5.0 star rating,257 reviews,https://www.yelp.com/biz/sort-of-wine-bar-williamsburg,"808 Driggs Avenue, Brooklyn, NY 11211"
1280,Mayahuel,"253 Grand StBrooklyn, NY 11211","[Mexican,, Cocktail, Bars]",$$,4.5 star rating,64 reviews,https://www.yelp.com/biz/mayahuel-new-york,"218 Bedford Avenue, Brooklyn, NY 11211"
1281,The Mermaid Inn,"633 Driggs AveBrooklyn, NY 11211",[Seafood],$$,4.5 star rating,154 reviews,https://www.yelp.com/biz/the-mermaid-inn-new-york,"218 Bedford Avenue, Brooklyn, NY 11211"
1282,Coffee Project New York,"1854 Flatbush AveBrooklyn, NY 11210","[Coffee, &, Tea]",$,4.5 star rating,38 reviews,https://www.yelp.com/biz/coffee-project-new-york-new-york,"218 Bedford Avenue, Brooklyn, NY 11211"
1283,Lionsbeerstore,"1860 Flatbush AveBrooklyn, NY 11210","[Bars,, Gastropubs,, American, (New)]",$$$,4.0 star rating,283 reviews,https://www.yelp.com/biz/lionsbeerstore-new-york-2,"218 Bedford Avenue, Brooklyn, NY 11211"
1284,Risotteria Melotti,"1909 Flatbush AveBrooklyn, NY 11210","[Italian,, Gluten-Free]",$$,4.0 star rating,430 reviews,https://www.yelp.com/biz/risotteria-melotti-new-york-2,"218 Bedford Avenue, Brooklyn, NY 11211"
1285,Banjara Indian Cuisine,"1842 Flatbush AveBrooklyn, NY 11210","[Indian,, Pakistani]",$$,4.0 star rating,1361 reviews,https://www.yelp.com/biz/banjara-indian-cuisine-new-york-2,"218 Bedford Avenue, Brooklyn, NY 11211"
1286,Haveli Restaurant,"3834 Kings HwyNew York, NY 11234",[Indian],$,3.5 star rating,359 reviews,https://www.yelp.com/biz/haveli-restaurant-new-york,"218 Bedford Avenue, Brooklyn, NY 11211"
1287,Malai Marke Indian Cuisine,"1738 Flatbush AveBrooklyn, NY 11210",[Indian],$,4.5 star rating,140 reviews,https://www.yelp.com/biz/malai-marke-indian-cuisine-new-york,"218 Bedford Avenue, Brooklyn, NY 11211"
1288,Mighty Quinn’s Barbeque,"1961 Flatbush AveBrooklyn, NY 11234",[Barbeque],$,4.0 star rating,5409 reviews,https://www.yelp.com/biz/mighty-quinns-barbeque-new-york,"218 Bedford Avenue, Brooklyn, NY 11211"
1289,Hot Kitchen,"1774 Flatbush AveBrooklyn, NY 11210",[Chinese],$$,4.0 star rating,120 reviews,https://www.yelp.com/biz/hot-kitchen-new-york,"218 Bedford Avenue, Brooklyn, NY 11211"
1290,Flatiron Building,"4521 Ave NBrooklyn, NY 11234","[Landmarks, &, Historical, Buildings]",$$,4.0 star rating,335 reviews,https://www.yelp.com/biz/flatiron-building-new-york-2,"306 E 6th Street, New York, NY 10003"
1291,Shake Shack,"1848 Flatbush AveFlatlands, NY 11210","[Burgers,, Food, Stands,, Ice, Cream, &, Frozen, Yogurt]",$$,4.5 star rating,1570 reviews,https://www.yelp.com/biz/shake-shack-new-york-2,"306 E 6th Street, New York, NY 10003"
1292,Dig Inn,"151 Remsen StBrooklyn, NY 11201","[American, (New),, Juice, Bars, &, Smoothies,, Salad]",$,4.0 star rating,157 reviews,https://www.yelp.com/biz/dig-inn-new-york-19,"306 E 6th Street, New York, NY 10003"
1293,Argo Tea,"185 Montague StBrooklyn, NY 11201","[Coffee, &, Tea]",$$,4.5 star rating,334 reviews,https://www.yelp.com/biz/argo-tea-new-york-5,"306 E 6th Street, New York, NY 10003"
1294,Eleven Madison Park,"162 Montague StBrooklyn, NY 11201","[American, (New),, French,, Cocktail, Bars]",$$,3.5 star rating,790 reviews,https://www.yelp.com/biz/eleven-madison-park-new-york,"306 E 6th Street, New York, NY 10003"
1295,The Clocktower,"57 Court StBrooklyn, NY 11201",[British],$,4.0 star rating,236 reviews,https://www.yelp.com/biz/the-clocktower-new-york,"306 E 6th Street, New York, NY 10003"
1296,Madison Square Park,"90 Livingston StBrooklyn, NY 11201",[Parks],$,3.0 star rating,399 reviews,https://www.yelp.com/biz/madison-square-park-new-york,"306 E 6th Street, New York, NY 10003"
1297,Almond,"138 Montague StBrooklyn, NY 11201","[American, (New),, French]",$,4.0 star rating,425 reviews,https://www.yelp.com/biz/almond-new-york,"306 E 6th Street, New York, NY 10003"
1298,"Obicà Mozzarella Bar, Pizza e Cucina","140 Montague StBrooklyn, NY 11201","[Italian,, Wine, Bars,, Cocktail, Bars]",$,4.0 star rating,6 reviews,https://www.yelp.com/biz/obic%C3%A0-mozzarella-bar-pizza-e-cucina-new-york-3,"306 E 6th Street, New York, NY 10003"
1299,Live Bait,"250 Joralemon StBrooklyn, NY 11201","[Seafood,, Bars]",$$,4.5 star rating,45 reviews,https://www.yelp.com/biz/live-bait-new-york,"306 E 6th Street, New York, NY 10003"
1300,Umberto’s Pizzeria & Restaurant,"141 Montague StBrooklyn, NY 11201","[Pizza,, Italian]",$$,4.5 star rating,15 reviews,https://www.yelp.com/biz/umbertos-pizzeria-and-restaurant-new-hyde-park,"10 E 23rd Street, New York, NY 10010"
1301,Polish-American Market & Deli,"84 Court StBrooklyn, NY 11201","[Delis,, Grocery]",$,4.5 star rating,48 reviews,https://www.yelp.com/biz/polish-american-market-and-deli-new-hyde-park,"10 E 23rd Street, New York, NY 10010"
1302,Sweet Passion Desserts,"408 Broome StNew York, NY 10013","[Cafes,, Bakeries,, Patisserie/Cake, Shop]",$$,4.5 star rating,29 reviews,https://www.yelp.com/biz/sweet-passion-desserts-new-hyde-park,"10 E 23rd Street, New York, NY 10010"
1303,New Hyde Park Animal Hospital,"249 Ctr StNew York, NY 10013",[Veterinarians],$$,3.5 star rating,80 reviews,https://www.yelp.com/biz/new-hyde-park-animal-hospital-new-hyde-park,"10 E 23rd Street, New York, NY 10010"
1304,Nova Asian Bistro,"239 Centre StNew York, NY 10013","[Sushi, Bars,, Lounges,, Asian, Fusion]",$$$,3.5 star rating,14 reviews,https://www.yelp.com/biz/nova-asian-bistro-new-hyde-park,"10 E 23rd Street, New York, NY 10010"
1305,Mavis Discount Tire,"433 Broome StNew York, NY 10013","[Auto, Repair,, Oil, Change, Stations,, Tires]",$$,4.5 star rating,23 reviews,https://www.yelp.com/biz/mavis-discount-tire-new-hyde-park-4,"10 E 23rd Street, New York, NY 10010"
1306,Yesterday’s Diner,"135 Grand StNew York, NY 10013",[Diners],$$,3.0 star rating,17 reviews,https://www.yelp.com/biz/yesterdays-diner-new-hyde-park,"10 E 23rd Street, New York, NY 10010"
1307,New Jumbo Taste,"100 Kenmare StNew York, NY 10012",[Chinese],$$,4.5 star rating,118 reviews,https://www.yelp.com/biz/new-jumbo-taste-new-hyde-park,"10 E 23rd Street, New York, NY 10010"
1308,Remo & Tony Italian Amer Superette,"394 Broome StNew York, NY 10013",[Delis],$,4.0 star rating,1011 reviews,https://www.yelp.com/biz/remo-and-tony-italian-amer-superette-new-hyde-park,"10 E 23rd Street, New York, NY 10010"
1309,Park Delicatessen,"114 Kenmare StNew York, NY 10012",[Delis],$$,4.5 star rating,175 reviews,https://www.yelp.com/biz/park-delicatessen-new-hyde-park,"10 E 23rd Street, New York, NY 10010"
1310,Thai Villa,"31 Crosby StNew York, NY 10013",[Thai],$$,3.5 star rating,114 reviews,https://www.yelp.com/biz/thai-villa-new-york-2,"806 810 Jericho Turnpike, New Hyde Park, NY 11040"
1311,Ootoya Chelsea,"218 Lafayette StNew York, NY 10012","[Japanese,, Sushi, Bars]",$$,4.0 star rating,258 reviews,https://www.yelp.com/biz/ootoya-chelsea-new-york,"806 810 Jericho Turnpike, New Hyde Park, NY 11040"
1312,Taste of Persia NYC,"642 Rogers AveBrooklyn, NY 11226",[Persian/Iranian],$$$,4.0 star rating,197 reviews,https://www.yelp.com/biz/taste-of-persia-nyc-new-york-2,"806 810 Jericho Turnpike, New Hyde Park, NY 11040"
1313,Cafe Prague,"2032 Bedford AveBrooklyn, NY 11226","[Bakeries,, Cafes,, Czech]",$$,4.5 star rating,91 reviews,https://www.yelp.com/biz/cafe-prague-new-york-2,"806 810 Jericho Turnpike, New Hyde Park, NY 11040"
1314,The Gander,"499 Rogers AveBrooklyn, NY 11225","[American, (New),, Breakfast, &, Brunch,, Wine, Bars]",$$,4.5 star rating,2817 reviews,https://www.yelp.com/biz/the-gander-new-york,"806 810 Jericho Turnpike, New Hyde Park, NY 11040"
1315,Zio Ristorante,"1278 Nostrand AveBrooklyn, NY 11226",[Italian],$,4.0 star rating,77 reviews,https://www.yelp.com/biz/zio-ristorante-new-york,"806 810 Jericho Turnpike, New Hyde Park, NY 11040"
1316,Senses New York Salon & Spa,"1206 Nostrand AveBrooklyn, NY 11225","[Hair, Salons,, Skin, Care,, Hair, Removal]",$,4.5 star rating,111 reviews,https://www.yelp.com/biz/senses-new-york-salon-and-spa-new-york,"806 810 Jericho Turnpike, New Hyde Park, NY 11040"
1317,Burger & Lobster,"755 Flatbush AvenueFlatbush - Ditmas Park, NY 11226","[Seafood,, Burgers]",$$,4.5 star rating,320 reviews,https://www.yelp.com/biz/burger-and-lobster-new-york,"806 810 Jericho Turnpike, New Hyde Park, NY 11040"
1318,sweetgreen,"663 Flatbush AveBrooklyn, NY 11225","[Salad,, Vegetarian]",$,4.0 star rating,141 reviews,https://www.yelp.com/biz/sweetgreen-new-york-9,"806 810 Jericho Turnpike, New Hyde Park, NY 11040"
1319,Bottlerocket Wine & Spirit,"670 Rogers AveBrooklyn, NY 11226","[Beer,, Wine, &, Spirits]",$$$,4.5 star rating,40 reviews,https://www.yelp.com/biz/bottlerocket-wine-and-spirit-new-york,"806 810 Jericho Turnpike, New Hyde Park, NY 11040"
1320,Kitchen 79,"2026 Bedford AveBrooklyn, NY 11226",[Thai],$$,4.5 star rating,26 reviews,https://www.yelp.com/biz/kitchen-79-jackson-heights,"138 5th Avenue, New York, NY 10011"
1321,Pollos A La Brasa Mario,"773 Flatbush AveBrooklyn, NY 11226",[Colombian],$$,3.0 star rating,115 reviews,https://www.yelp.com/biz/pollos-a-la-brasa-mario-jackson-heights,"138 5th Avenue, New York, NY 10011"
1322,Jose Fish Market,"40-12 83rd StElmhurst, NY 11373","[Seafood,, Seafood, Markets]",$,4.0 star rating,61 reviews,https://www.yelp.com/biz/jose-fish-market-jackson-heights,"138 5th Avenue, New York, NY 10011"
1323,Coatzingo Restaurant,"82-02 Rooselvelt AveJackson Heights, NY 11372",[Mexican],$$,4.5 star rating,6 reviews,https://www.yelp.com/biz/coatzingo-restaurant-jackson-heights,"138 5th Avenue, New York, NY 10011"
1324,Cositas Ricas,"81-34 Baxter AveElmhurst, NY 11373","[Bakeries,, Latin, American]",$$,4.5 star rating,275 reviews,https://www.yelp.com/biz/cositas-ricas-jackson-heights-2,"138 5th Avenue, New York, NY 10011"
1325,La Casa Del Pollo Peruano,"81-04 Roosevelt AveJackson Heights, NY 11373","[Latin, American]",$$,4.5 star rating,284 reviews,https://www.yelp.com/biz/la-casa-del-pollo-peruano-jackson-heights,"138 5th Avenue, New York, NY 10011"
1326,La Esquina Del Camaron Mexicano,"8112 Roosevelt AveJackson Heights, NY 11372",[Mexican],$$,4.5 star rating,57 reviews,https://www.yelp.com/biz/la-esquina-del-camaron-mexicano-jackson-heights,"138 5th Avenue, New York, NY 10011"
1327,Areperia Arepa Lady,"40-19 Gleane StElmhurst, NY 11373",[Colombian],$,5.0 star rating,36 reviews,https://www.yelp.com/biz/areperia-arepa-lady-jackson-heights,"138 5th Avenue, New York, NY 10011"
1328,Louie’s Pizza,"8101 Roosevelt AveJackson Heights, NY 11372","[Italian,, Pizza]",$$,4.5 star rating,188 reviews,https://www.yelp.com/biz/louies-pizza-elmhurst-2,"138 5th Avenue, New York, NY 10011"
1329,Juquila Mexican Cuisine,"40-18 82nd StJackson Heights, NY 11373",[Mexican],$$,3.5 star rating,268 reviews,https://www.yelp.com/biz/juquila-mexican-cuisine-elmhurst-2,"138 5th Avenue, New York, NY 10011"
1330,Sort Of Wine Bar,"37-70 79th StJackson Heights, NY 11372","[Wine, Bars]",$$,4.0 star rating,229 reviews,https://www.yelp.com/biz/sort-of-wine-bar-williamsburg,"8009 Roosevelt Avenue, Jackson Heights, NY 11372"
1331,Sweatshop,"83-27 Roosevelt AveJackson Heights, NY 11372","[Coffee, &, Tea,, Breakfast, &, Brunch]",$$,3.5 star rating,117 reviews,https://www.yelp.com/biz/sweatshop-williamsburg,"8009 Roosevelt Avenue, Jackson Heights, NY 11372"
1332,Extra Fancy,"259 W 19th StNew York, NY 10011","[American, (New),, Seafood,, Cocktail, Bars]",$$$,3.0 star rating,75 reviews,https://www.yelp.com/biz/extra-fancy-brooklyn-2,"8009 Roosevelt Avenue, Jackson Heights, NY 11372"
