,Full_Street_address,SF_avail,Price_per_sf_per_year,Prop_desc,Latitude,Longitude,City,Zipcode
876,"277 E 3rd Street, Mount Vernon, NY 10553",3100,29.03,"('3100 sq ft of warehouse and office plus 13,000 sq ft of fenced land in rear of property.  1000 of office and 2100 sq ft of warehouse with two drive ins.  Good access for large trailers.  Building was originally built as auto dealership showroom.  Offices are nice, clean, terrazzo floors.  Set up for welding exists.  Whole building is 7500 sq ft building on a 23,040 sq ft lot.  4400 sq ft of building plus 8 parking spots in front leased to laundromat paying $5,000 per month rent. Property is also for sale at $1,350,000.  Taxes about $30,000.', '.')",40.909464,-73.824828,Mount Vernon,10553
877,"33 Saw Mill River Road, Hastings on Hudson, NY 10706",1200,14.5,"(""One storefront is for rent and property is for sale.  Total of 8000 sq. ft. consisting of (2) retail stores of approximately 1,200 sq.ft. and 2300 sq ft over a 4,000 sq. ft. storage space on grade to building's rear and a three level two family house.  For user or investor.  Five separate units with own meters.  Gross income expected to be $96,000 a year and taxes are only $20,335 per year."", '.')",40.981505,-73.8656891,Hastings on Hudson,10706
878,"889 1st Avenue, New York, NY 10022",520,150.0,"(""Ground floor commercial space located on First Ave between East 49th and East 50th St. 26 feet of frontage on the Ave with three large windows. Currently used as a real estate office, but we are open to all proposals regarding usage. 520 sq ft space, 7-8' ceilings, excellent renovations, bathroom, closet/shelf storage."", '.')",40.7537954,-73.9664835,New York,10022
879,"745 Old Bethpage Road, Old Bethpage, NY 11804",5500,18.0,"('This 70,000 sf Local shopping center was recently renovated in 2009. Tenants include Dunkin Donuts, Chinese, Sushi, Liquor Warehouse, Bar, Travel Agent, Gym,Deli, Pizza Restaurant, Post Office and and a Doctors office', 'e')",40.7638622,-73.4543146,Old Bethpage,11804
880,"744 Fulton Avenue, Hempstead, NY 11550",2600,30.77,"('A 2,600sf Free standing building currently be used as an auto repair shop. This building is situated on .26acres with ample parking and 2 means on ingress &amp; egress.', '.')",40.7129018,-73.6064802,Hempstead,11550
881,"605 Madison Avenue, New York, NY 10022",2688,100.0,"('5 -Story elevator building in Midtown, Full floor with elevator access directly into the space. Central AC, fully sprinklered and direct metered. Basement storage available.', '.')",40.7626327,-73.9717466,New York,10022
882,"545 Titus Avenue, Rochester, NY 14617",1600,12.99,"(""Located in the heart of Irondequoit's shopping district, Titus Mall is a prime north side suburban location for any business which serves the town's residential population."", '.')",43.2098007,-77.6018886,Rochester,14617
883,"121 S Main Street, Fairport, NY 14450",5700,16.0,"('Circa 1938 Federal Post office with abundant charm. Prime Neighborhood Retail/Office. with off street parking.', '.')",43.0979659,-77.4416477,Fairport,14450
884,"215 237 E Main Street, Huntington, NY 11743",4300,17.0,"('215-237 East Main Street is a 27,000+ square foot mixed use office and retail shopping center located in the Huntington section of Long Island, New York.  The property consists of 17 individual office and retail tenant spaces, and is strategically positioned in a strong income demographic. This is a beautiful shopping center in an affluent section of Suffolk County, New York.', '.')",40.8720734,-73.4241575,Huntington,11743
885,"800 Montauk Highway, Shirley, NY 11967",3500,33.0,"('The Gateway to the Hamptons, located on the Major Intersection of Montauk Hwy, and William Floyd Parkway.', '.')",40.8000764,-72.868514,Shirley,11967
886,"192 N Bedford Road, Mount Kisco, NY 10549",1800,43.33,,41.2147766,-73.7197158,Mount Kisco,10549
887,"14 Bruckner Boulevard, Bronx, NY 10454",5910,21.0,"('Amazing space - Great Price!! 12 Foot Ceilings. Move right in - NO FEE! Preferred lease length is up to 10 years.', '.')",40.8072276,-73.9294978,Bronx,10454
888,"117 E Main Street, Riverhead, NY 11901",16000,20.0,,40.917088,-72.6603109,Riverhead,11901
889,"459 Main Street, Greenport, NY 11944",1250,24.0,"('This proposed building at 459 Main St will replace the existing building at that address and will be ideally suited for downtown boutique retail or restaurant use.  Off-street parking will be available.', '.')",41.104935,-72.360455,Greenport,11944
890,"433 Harris Road, Ferndale, NY 12734",7300,5.75,"(""Located between Route 17 (I-86) and old Route 17, Harris Road, the property is visible from both directions.  The property consists of three parcels which total 4.25 acres, a 7,300-sf building with a 16' clear height and 5 overhead doors.  Includes a seperate showroom/retail sales area of approximately 1,000-sf.  Private office on partial upper level.  Located in an Empire Zone."", '.')",41.7602213,-74.7373564,Ferndale,12734
891,"1251 Deer Park Avenue, Babylon, NY 11703",53700,8.0,"('The Pathmark Mall trade area includes Deer Park, North and West Bablyon, Brightwaters, Bay Shore, Dix Hills, and Commack.', '.')",40.7391588,-73.3181485,Babylon,11703
892,"401 S Oyster Bay Road, Plainview, NY 11803",4200,80.0,,40.7831591,-73.5017465,Plainview,11803
893,"809 Allerton Avenue, Bronx, NY 10467",1700,45.88,"('Corner property with ample frontage on three streets.  Great visibility and access.', '.')",40.865788,-73.8628839,Bronx,10467
894,"8810 Little Neck Parkway, Floral Park, NY 11001",1750,19.2,"('Make best offer - Mixed-use building, two apartments over one stores, 3 units, total. One apt. vacant. Call Broker for all details and access. Bldg class is NYC Dept. K4.Situated on the Queens side of Floral Park. Located on the west side of Little Neck Parkway just north of Jericho Tpke.', '.')",40.7277203,-73.7108695,Floral Park,11001
895,"2555 Richmond Avenue, Staten Island, NY 10314",3000,55.0,"('Two retail buildings situated in front of the Staten Island Mall. 1 Building is a free-standing pad building of 3,000 SF situated on Richmond Avenue. Building 2 is a two-story retail and office building with a 2,321 SF Retail End Cap available for lease.', '.')",40.5849956,-74.1674014,Staten Island,10314
896,"3133 3199 Long Beach Road, Oceanside, NY 11572",4219,45.0,"(""Anchored by a high volume T.J. Maxx and Genovese Drug Store, Oceanside Plaza also has many fine specialty shops including jewelry, handbags and children's clothing..  Construction Cost = $4800000. Construction Date is unknown"", 'n')",40.6334258,-73.6397448,Oceanside,11572
897,"2178 White Plains Road, Bronx, NY 10462",2570,65.0,"(""Former Amalgamated Bank. open layout with 30'ft frontage on the bustling White Plains Rd corridor."", '.')",40.8557442,-73.8672368,Bronx,10462
898,"70 E Main Street, Elmsford, NY 10523",900,17.0,"('July 2004: JM Charles Painting Corp. sold the building to an undisclosed buyer for $680,000. RE Comm Partners, LLC brokered the deal.', '.')",41.0533771,-73.8165127,Elmsford,10523
899,"1352 E Main Street, Riverhead, NY 11901",5343,30.0,"('Free standing building, .81 Acres, 5343 Sq. ft, 25 parking spaces, Heat &amp; AC, Zoned BC', 'C')",40.9359439,-72.6496167,Riverhead,11901
900,"3900 White Plains Road, Bronx, NY 10466",900,33.33,,40.885807,-73.861201,Bronx,10466
901,"124 E 37th Street, New York, NY 10016",5200,57.0,"(""Circa 1923 six story townhouse with three duplex apartments and finished basement on beautiful tree lined block. Approximately 4,457 square feet, built 18 x 39' deep with a 3 story 10' extension on a 19 x 50 foot lot. Lower duplex (ground floor and basement) with commercial (non-retail) C/O for Home Occupation, other floors are residential.Ground Floor and Basement:Office space with new oak wood flooring, two central A/C units (one for each floor), pre-wired for voice, data and network. Features a rear garden with lots of light, and a finished basement with built-ins.Second and Third Floor:Residential floor through duplex (or live/work home office) featuring living area with full kitchen, high ceilings, lots of light, and windows that overlook a rear courtyard. Upper level features two bedrooms and two baths, one room which is mahogany wood paneled with fireplace (non-working). These two floors are currently split into two separate units but can easily be restored to a single residence by removing a small dividing wall.Fourth and Fifth Floor:Residential duplex with a formal living room with a working fireplace and dining room, new kitchen with terrace. Upper level features"", 's')",40.7483099,-73.978751,New York,10016
902,"41 101 Wicks Road, Brentwood, NY 11717",12000,20.0,"('The Marketplace at Brentwood is the dominant shopping center in the trade area with convenient access from all major roads and highways.', '.')",40.7806887,-73.2602968,Brentwood,11717
903,"550 Westchester Avenue, Port Chester, NY 10573",5142,20.0,,41.005234,-73.680683,Port Chester,10573
904,"33 Trinity Street, Yonkers, NY 10701",11200,14.0,,40.937655,-73.882803,Yonkers,10701
905,"482 Bedford Road, Pleasantville, NY 10570",5000,16.5,"('The building is industrial/retail.Located 2 blocks from Saw Mill River Parkway Located 2 block from Metro North Railroad Excellent Visibility', 'y')",41.1327788,-73.793497,Pleasantville,10570
906,"538 Main Street, New Rochelle, NY 10801",4000,9.0,,40.9079142,-73.7827764,New Rochelle,10801
907,"47 E 77th Street, New York, NY 10075",1744,85.32,"('Residential building with retail space.', '.')",40.7749992,-73.9627952,New York,10075
908,"273 Columbus Avenue, Tuckahoe, NY 10707",2035,50.0,,40.9584645,-73.8209132,Tuckahoe,10707
909,"880 E 163rd Street, Bronx, NY 10459",1260,38.1,,40.8208499,-73.8985335,Bronx,10459
910,"1780 1782 Madison Avenue, New York, NY 10035",742,56.6,,40.8005821,-73.9447075,New York,10035
911,"742 Driggs Avenue, Brooklyn, NY 11211",675,106.67,"('Restaurant space with existing kitchen.  Kitchen is in pristine condition.  Only a couple of years old.  Huge back yard allows for added income during temperate weather.  Basement houses walk in box, meters, street access and some storage.\n\nKey money-negotiable\n\nAll information furnished regarding property for sale, rental or financing is from sources deemed reliable, but no warranty or representation is made as to the accuracy thereof and same is submitted subject to errors, omissions, change or price, rental or other conditions, prior sale, lease or financing or withdrawal without notice.  All dimensions and square footage are approximate.  To ascertain exact dimensions or square footage you must hire your own professional services.', '.')",40.712621,-73.96086,Brooklyn,11211
912,"121 N Main Street, Freeport, NY 11520",2100,16.86,"('Great Storefront(Approximatelly 2100 Sf) In The Heart Of Main Street, South Of Sunrise Highway.   Water And Heat Included. Includes Basement.', '.')",40.6611056,-73.5855456,Freeport,11520
913,"65 Washington Street, Rensselaer, NY 12144",3300,4.0,"('Commercial Building with offices, retail, warehouse spaces strategically located off I-787 across from Rensselaer City Hall. Waiting and reception area, conference room, five offices, two bathrooms and warehouse space with drive in door. Private parking in front of building and plenty of street parking. Easy access to I-787, I-90 and NYS Thruway Exit 23.', '.')",42.6388589,-73.745767,Rensselaer,12144
914,"46 Rt 146, Halfmoon, NY 12118",2500,14.4,"('Land Lease Opportunity for Heavily Traffic Route 146 in Town of Halfmoon. Concept plan for two pad sites with drive thru. Each pad site will support up to 2,500SF building with 40 car parking. Located on total 3.12 acres.', '.')",42.884846,-73.704676,Halfmoon,12118
915,"46 Rt 146, Halfmoon, NY 12118",3780,11.11,"(""Mr. C's Pub and Tavern available for lease. Approximately 3,780SF Turn Key Tavern with Small Kitchen located on heavily traveled Route 146 in Town of Halfmoon."", '.')",42.884846,-73.704676,Halfmoon,12118
916,"4 Nancy Court, Wappingers Falls, NY 12590",3600,18.5,"('This modern and attractive building in an exceptional commercial park. Currently tenants include accountant, architects and attorney. Excellent retail/office suites available fronting Route 376.  Units each with access / use of the shared bathrooms, conference room and waiting area. Prime located surrounded by the vibrant retail and commercial expansion on Route 376. Utilities are separated. Ample on-site parking.', '.')",41.6080072,-73.8371406,Wappingers Falls,12590
917,"5786 Celi Drive, East Syracuse, NY 13057",13000,10.0,"('1.8 acre site located on the corner of Erie Blvd East and Bridge Street in Dewitt, NY.  Although it is the most visible and desirable corner lot on Erie Blvd, prior to 2011 this site was a vacant former nightclub that was not accessible form Erie Blvd.\n\nThe site has been approved (by town and DOT) for construction of a road and entrance-way from Erie Blvd directly into this site, making this the newest and most prominent corner location on Erie Blvd in Dewitt.\n\n\nProperty is for sale, land lease, or build to suit for users.  Layouts with required parking allocated for various different development plans are included in the property flyer, including:\n\n- Single tenant free-standing\n- Multi-tenant free standing\n- Bank bad site with drive-thru\n- Pharmacy with drive-thru\n- Restaurant', 't')",43.0514908,-76.0701761,East Syracuse,13057
918,"3179 Erie Boulevard E, Syracuse, NY 13214",1745,17.0,"('Last 1,745 SF retail space is available for lease. No more spaces will be added in the future.', '.')",43.0549451,-76.0736004,Syracuse,13214
919,"313 S Salina Street, Syracuse, NY 13202",15860,13.0,"('15,860 SF \xc2\xb1 building\nPerfect for a development project\nGreat for street level retail\nThis building is also available for sale.', '.')",43.048262,-76.151797,Syracuse,13202
920,"102 Newbury Hollow Lane, Syracuse, NY 13210",2100,14.28,"('With both spaces- Tenants are responsible for utilities. Prices reflect current space without build outs. Price will change due to what tenant wants done to space.', '.')",43.0133053,-76.1349802,Syracuse,13210
921,"302 Park Street, Syracuse, NY 13203",1335,11.69,"('1,335 SF take-out restaurant\nFully equipped\nParking in rear of building', 'g')",43.0634287,-76.1364805,Syracuse,13203
922,"558 Westcott Street, Syracuse, NY 13210",1662,18.05,"('1,662 SF corner retail space for lease with full basement\nGreat visibility with strong frontage from all 3 sides of building\nAverage daily traffic on Wescott St: 6,404 cars', 's')",43.040313,-76.1194469,Syracuse,13210
923,"200 E Jefferson Street, Syracuse, NY 13202",1600,12.0,"('Two street-level retail spaces available for lease\nOptions ranging from 800 SF to 1,600 SF\n1 block away from Landmark Theatre , the Courthouse and Downtown Syracuse YMCA\n1 block away from the highly publicized, renovated Hotel Syracuse (Marriott Downtown Syracuse) \n2 blocks from Armory Square\nActually in the  middle  of Downtown Syracuse', 'e')",43.0469454,-76.1505753,Syracuse,13202
924,"344 S Warren Street, Syracuse, NY 13202",14000,14.0,"('213,000 Sq. Ft. redevelopment known as Icon Tower: Retail and Office space, on-site parking, and apartments above.\nRegular daytime employees in the 27,000 square feet of office suites on the 2nd floor.', '.')",43.0476585,-76.150847,Syracuse,13202
925,"206 Butternut Street, Syracuse, NY 13208",1800,12.0,"('1,800 SF free standing building, ideal for an office or a retail space.\n1st floor is an open space with 2 large rooms and 2 bathrooms, and a kitchen area.\nNew heating system with roof.', '.')",43.0576859,-76.1515359,Syracuse,13208
926,"5804 Bridge Street, East Syracuse, NY 13057",6200,19.0,"('6,200 SF retail property located on Bridge Street and right off of Erie Boulevard. Highly strategic and visible location with 202 feet of frontage on Bridge Street (19,220 AADT)\nOn-site parking lot with 17 approximate spaces\nThis property can accommodate either one or two tenants. If two tenants, demising walls and separate utilities will be installed.\nOwner willing to put in brand new roof, HVAC, front fa\xc3\xa7ade, improved landscaping and exterior.', '.')",43.0519251,-76.0690536,East Syracuse,13057
927,"412 Broadway, Albany, NY 12207",2852,12.5,"(""32 NEW apartments located in the building. High exposure retail/office opportunity in downtown Albany's Business District. Join 250 downtown businesses and 55,000 employees. Over 300 apartments completed or currently undergoing renovation! Be a part of this growing community."", '.')",42.648206,-73.750946,Albany,12207
928,"714 W 181st Street, New York, NY 10033",1636,117.0,"(""For Lease - Prime Washington Heights Retail Space. 40'  Storefront on 181st Street just off Broadway. 1626 square feet of contiguous selling space with a large basement directly underneath. Powerful retail opportunity offers constant walk-by and drive-by traffic everyday of the week and doubles on the weekend. Located on the South side (Busier Side) of 181st Street between the number 1 and the A express MTA trains. Join this thriving commercial corridor with neighbors national brands like Apple Bank, Mc Donald's, Verizon Wireless, New York and Company, Citi Bank, Claires, AT&amp;T Dunkin Donuts, Number 1 grossing Dominos in the North East, Capital One Bank, Rainbow and many more popular local businesses. Seconds away from the Port Authoritites New $183million redevelopment."", '.')",40.8501865,-73.9365984,New York,10033
929,"88 W Main Street, Smithtown, NY 11787",1000,23.4,"('First Floor 1,000 sqft Retail or Office + partial bsmnt storage. Gas Heat &amp; CAC. Plenty of Rear Parking. Heart of Town.', '.')",40.8548983,-73.1973326,Smithtown,11787
930,"380 Meeker Avenue, Brooklyn, NY 11211",1500,96.0,"('1500SF Property Available for Lease at 380 Meeker Ave in Williamsburg\n\nThis Unique Corner Location Features 1500SF Plus 900SF Outdoor Space and is Stand-Alone\n\nGreat for Restaurant/Bar Conversion, Brewery, Bakery, Music Venue, etc!', '!')",40.71797,-73.947197,Brooklyn,11211
931,"256 Jefferson Street, Brooklyn, NY 11237",500,33.6,"('Private Office Space Available on Jefferson St in Bushwick\n\nThis 500SF Space is Newly Renovated and Ready for a New Tenant ASAP\n\nGreat for Any Office Usage. Also Great for any Appointment Based Retail (Tattoo Shop, Massage, etc.) or any Artist Studio Usage', 'e')",40.702982,-73.927185,Brooklyn,11237
932,"78 Carmine Street, New York, NY 10014",2200,98.32,"('High end residential building', 'g')",40.7294869,-74.0046663,New York,10014
933,"604 Main Street, New Rochelle, NY 10801",8000,18.0,"(""+/- 8,000sf Retail / Showroom / Storage space\n40' + Ceiling Heights (Former Movie Theater)\nAcross the street from RXR' s 587 Main St. Project - anticipated to be a mix use tower comprised of 229 rental residential units, retail space, parking, etc.\nLocated on busy Main St. / Side alleyway for loading\nFloor Plan on 2nd page\nAvailable Jan. 1st 2017\nNeighbors include CVS, Regal Cinemas, Buffalo Wild Wings, Super Stop &amp; Shop, Radisson Hotel, banks, restaurants and many more"", 'e')",40.9065555,-73.7848724,New Rochelle,10801
934,"302 Reynolds Road, Johnson City, NY 13790",10000,18.0,"('Former Pier 1 Imports / Wells Fargo Advisors', 's')",42.1273014,-75.9712775,Johnson City,13790
935,"106 Kingston Avenue, Brooklyn, NY 11213",2000,24.6,"('Includes full-floor, high-ceiling basement\n\nDry or Wet Use\n\nVenting installed\n\nBuild-to-Suit\n\nOptional Custom Glass Exterior', 'r')",40.6760639,-73.9418929,Brooklyn,11213
936,"255 18th Street, Brooklyn, NY 11215",4000,25.0,"('- Ground floor of beautiful historic warehouse building, recently converted to apartments\n\n- Next door to creative office space', 'e')",40.6627916,-73.9908276,Brooklyn,11215
937,"1093 Putnam Avenue, Brooklyn, NY 11221",1000,36.0,"('- Beautiful interior with hardwood and exposed brick\n\n- Bathroom in place\n\n- Long, cozy interior space with good frontage and natural light\n\n- Ground floor of a large residential building full of potential customers', 's')",40.6881889,-73.9188985,Brooklyn,11221
938,"89 Gardner Avenue, Brooklyn, NY 11237",10000,30.0,"('- 2 ground floor warehouse spaces for lease \n\n- High ceilings, multiple drive-in doors\n\n- Skylights, roof deck available\n\n- Can be divided down to minimum of ~3,500\n\n- Most uses accepted - gym, event space, brewery, creative office, workshop, etc.', '.')",40.7097999,-73.9245072,Brooklyn,11237
939,"665 Hudson Street, New York, NY 10014",3500,290.0,"(""NO BROKERS \n\nStunning New Retail Availability in the Heart of the Meatpacking District\n\n70' of Stunning Wrap around frontage potential \n\nHigh Ceiling\n\nBasement\n\nHigh Ceiling\n\nHigh Foot Traffic\n\nAcross the street from the Gansevoort Hotel \n\nMinutes to the Highline Park and soon to be opened Whitney Museum \n\nAll Uses Considered\nLandlord is Aggressively Making Deals"", 's')",,,New York,10014
940,"115 N5th Street, Brooklyn, NY 11249",2400,105.0,"(""Amazing retail opportunity!\n\n2,400 SF Ground Floor Retail Space!\n\n1,000 SF Yard!\n\n14' Ceilings!\n\nExposed brick walls!\n\nPotential for a roof deck!\n\nPerfect for retail! NO FOOD USES!!!!\n\nSpace will be delivered AS-IS! Building need s a full rehab!\n\nLandlord will only except offers from established business, no startups!"", '!')",40.717497,-73.959743,Brooklyn,11249
941,"413 S 5th Street, Brooklyn, NY 11211",1500,55.0,"('Beautiful Street Retail! \n\nTaxes were roughly $3,000 this year.', '.')",40.707316,-73.951761,Brooklyn,11211
942,"416 Knickerbocker Avenue, Brooklyn, NY 11237",13000,42.0,"(""50' of Frontage on Knickerbocker\n14'-15' Ceilings throughout\nFull retail basement \n\nStrong Retail Streip"", 'p')",40.6994577,-73.9199892,Brooklyn,11237
943,"237 S4th Street, Brooklyn, NY 11211",1300,60.0,"('Great retail space!\nBack yard!\nIdeal for  juice  / Deli / Pizza - all uses considered!\nNo broker fee!', '!')",40.7104924,-73.9586381,Brooklyn,11211
944,"1650 Flatbush Avenue, Brooklyn, NY 11210",1457,70.01,"('Join TD Bank, 7-Eleven, and Retro Fitness at the Triangle Junction \n90 car parking lot \n1,457 SF (Ground) + 2,000 SF (Basement)', ')')",40.6302974,-73.9450082,Brooklyn,11210
945,"115 N 5th Street, New York, NY 11249",2400,100.0,"(""2400 SF Garage Space \n\n900 SF Outdoor Space\n\n14' Ceiling!"", '!')",40.717497,-73.959743,New York,11249
946,"808 Driggs Avenue, Brooklyn, NY 11211",900,37.33,"('- Ground floor of a former warehouse building converted to 4 office units\n\n- New finishes, nice natural light, elevator access\n\n- Only 1 unit left', 't')",40.7109759,-73.9620177,Brooklyn,11211
947,"78 14 Roosevelt Avenue, Jackson Heights, NY 11372",3000,60.0,"('Join 7- Eleven and Equinox Gym at this great location\n\nMinutes to the 7 Subway Line \n\nSuper Busy Strip', 'p')",40.7470867,-73.8871306,Jackson Heights,11372
948,"861 Broadway, Brooklyn, NY 11206",1200,47.0,"('Beautiful new space.\n\nEntire building was just rehabbed.\n\nSix luxury apartments above.\n\nFull basement. \n\nAll uses considered.', '.')",40.698745,-73.9378739,Brooklyn,11206
949,"153 Dyckman Street, New York, NY 10040",3800,80.0,"('Absolutely perfect retail storefront in the Bronx.  The space can be divided equally as well as a full space.  Would be fantastic for a pharmacy, restaurant or any other retail business.  Space is in a very busy area with heavy foot and car traffic.', '.')",40.8634921,-73.9256637,New York,10040
950,"1009 E 163rd Street, Bronx, NY 10459",4360,60.0,"('Fantastic Street retail space on Simpson Street in Bronx.  Available immediately.  Space includes 1200 square feet of street retail and a 1400 sf basement.  Brand new, all glass storefront.  Will be delivered in Shell condition.  Former 99 Cent store', 'e')",40.8209866,-73.8927628,Bronx,10459
951,"13 Gansevoort Street, New York, NY 10014",3500,175.0,"('Beautiful Retail in the middle of the Meat Packing District \n\nPrime location near the subway\n\nNext door to the Gansevoort Hotel\n\nOne block from the High line\n\nOne block from the Whitney\n\nIn the Center of it all!', '!')",40.7394279,-74.0050321,New York,10014
952,"2480 Frederick Douglass Boulevard, New York, NY 10027",900,79.99,"('Was a deli. \nWould like another retail business.\nUpscale juice bar or light food.\n\nCall Brett for Details\n\nPhoto is what we would like to bring in here.', '.')",40.8149902,-73.9472955,New York,10027
953,"118 Christopher Street, New York, NY 10014",900,200.0,"('Greenwich Village Charm Upscale Boutique Wanted', 'd')",40.733089,-74.0054826,New York,10014
954,"135 47th Street, Brooklyn, NY 11232",800,90.0,"(""800 SF retail unit! \n\nLocated on a triple A strip the space shares the building with Michael's. \n\nJust off Smith street and Boerum Place. \n\nVery heavy foot traffic!"", '!')",40.651603,-74.016152,Brooklyn,11232
955,"311 Canal Street, New York, NY 10013",3000,170.0,"('Stunning Retail\nBlock through with frontage on both Canal and Howard.\nThe space can be divided on half with a rental on the Howard side.\n\nFull Basement', 't')",40.7198909,-74.0025547,New York,10013
956,"1211 Avenue J, Brooklyn, NY 11230",2000,60.0,"('20 x 100\n2000 sq feet on Major Brooklyn Shopping street\nAll uses considered\n\nasking $10000 including real estate taxes\n\nCall and ask for Brett \n\nNo fee ever with our firm.', '.')",40.625101,-73.9637353,Brooklyn,11230
957,"807 Classon Avenue, Brooklyn, NY 11238",5000,25.0,"('Ideal for warehouse or retail\nRented as is.\n5000 sq feet\nNo Fee\nNo Commission\n\nBrett Gold', 'd')",40.672924,-73.960475,Brooklyn,11238
958,"565 Bedford Road, Bedford Hills, NY 10507",350,111.43,"('Stand alone building on busy Route 117 Bedford Road.', '.')",41.2286483,-73.7113811,Bedford Hills,10507
959,"916 Hempstead Turnpike, Franklin Square, NY 11010",1800,21.0,"(""Prime Retail/Storefront Space On Hempstead Turnpike Near Franklin Avenue. 1800 Ft. Was Formerly Frosty's Ice Cream. Front &amp; Rear Entrance. Separate Basement Entrance With 1000 Ft Of Finished Space. 2 Half Baths. Separate Electric/H V A C. 6 X 8 Walk In Freezer Box Included. Landlord Pays Taxes"", 's')",40.7075084,-73.6739907,Franklin Square,11010
960,"297 N 7th Street, Brooklyn, NY 11211",2750,24.0,"('James Monteleone, All Points Real Estate, is pleased to present these warehouse spaces in the Williamsburg area.  It features a roll up door, heat, electric, and 2 bathrooms.  Its great for storage, distribution, manufacturing, workshop, studio, sports, restaurant, commercial laundry or gym.  It also has sprinkler system.', '.')",40.715043,-73.9525929,Brooklyn,11211
961,"165 Tompkins Avenue, Brooklyn, NY 11206",2700,35.56,"('James Monteleone, All Points Real Estate, is pleased to present this wonderful retail space in the heart of Bed-Stuy.  It has been completely renovated, and features new plumbing, electric, exposed brick walls, and outdoor area.  The space would be great for any type of retail, especially a restaurant since it can be easily vented.  The basement also has high ceilings, and would great for a kitchen.', '.')",40.6937707,-73.9457976,Brooklyn,11206
962,"90 Furman Street, Brooklyn, NY 11201",1259,70.0,"('Pierhouse Condominium Development and One Hotel new construction in the Brooklyn Bridge Park. 10 foot glass windows. High end residential and hotel', 'l')",40.7015171,-73.9955862,Brooklyn,11201
963,"250 E 49th Street, New York, NY 10017",2106,42.71,"(""Spacious commercial condo at The Alexander - a new 24-story 77 unit luxury residential condominium. Lower Level with a private entrance off Second Ave. C6 use that could include art gallery, office, etc. Open layout, dramatic high ceilings (about 11.8')"", ')')",40.7542526,-73.9693937,New York,10017
964,"464 William Floyd Parkway, Shirley, NY 11967",1400,15.43,"('1400 sq of space designed for offices. Perfect for Attorneys, Doctors office,  Chiropractor, Counseling,and any other uses of Professional office space.  Formally leased by Family Service League. 6 offices and reception area currently. .', '.')",40.7868169,-72.8641806,Shirley,11967
965,"46 Main Street, Southampton, NY 11968",2165,77.6,"('The building has 2,165 of retail space on the ground floor.  There is 22 feet of frontage and 14 foot ceiling heights.  The Full basement can be used as legal selling space.', '.')",40.8854913,-72.3891526,Southampton,11968
966,"17 Norm Avenue, Bedford Hills, NY 10507",23856,25.0,"(""Entire building consisting of 23,856 sq. ft. available for Lease.  Ceiling Heights of 12' x 14', 80 + onsite parking space.  Zoning - LI (Light Industrial).  Uses include Retail sales, business offices, medical, bank, drive-thru facility, wholesale business, storage, warehouse, childcare center."", '.')",,,Bedford Hills,10507
967,"570 S Broadway, Yonkers, NY 10705",1680,25.0,"('Free standing retail building on South Broadway in Yonkers. Building was built in 2013. Off street parking for 8 cars behind the building.', '.')",40.9137368,-73.8967775,Yonkers,10705
968,"296 Van Brunt Street, Brooklyn, NY 11231",2568,21.03,"('This is a Commercial Space in the Red Hook area of Brooklyn. The Space Features Recessed Lighting, Yard, Exposed Brick, FIOS, 2 Bathrooms, 4 Means of Egress, Large Basement, and Opening Store Front. \n\nFront 19.5x14\nMiddle 18x11\nRear Front 11x9.5\nRear Back 22x16.5\nBasement 64x16.5', '5')",40.679587,-74.010637,Brooklyn,11231
969,"1047 Rt 112, Port Jefferson Station, NY 11776",5000,28.0,"(""12 ' ceilings'; Ample Parking; Tenants include Giunta's Meat Farms Grocery, 7-11, Colleseo Pizza, Radio Shack, Cactus Salon, DMV, Astoria Bank; Corner Exposure; CAM $7.50/SF"", 'F')",40.9229287,-73.0452675,Port Jefferson Station,11776
970,"36 Congers Road, New City, NY 10956",7000,13.71,"('multi-use PRIME property which includes a +/- 5,525 SF stand-alone commercial building with an additional +/- 1,400 SF second floor office space.  This property is\nzoned CS and can be developed and used for a\nHOUSE OF WORSHIP, BANKING/FINANCE, SCHOOL, RETAIL, OFFICE, AND MANY\nADDITIONAL USES.', '.')",41.1475941,-73.9864023,New City,10956
971,"1055 Portion Road, Ronkonkoma, NY 11779",1400,14.0,"('Retail/Office Building. $1.50 CAM', 'M')",40.835306,-73.0674625,Ronkonkoma,11779
972,"1105 Old Country Road, Riverhead, NY 11901",6200,22.5,"('End Cap on faux multi-tenanted outpad in front of 108,000 HomeGoods/Staples Shopping Center.', '.')",40.931826,-72.6770071,Riverhead,11901
973,"20 Carmans Road, Massapequa, NY 11758",10735,22.0,"("":  10,735 Sf of retail space available for lease Neighboring property of the Sunrise Mall with maximum exposure to Sunrise Highway traffic. Space shares tenancy with Harbor Freight Tools. Property is in close proximity to other major brands such as Sears, JC Penny' s, Macy' s , Petco, Burlington, Toys R Us, Kohls, Modells etc&amp; . Location is suitable and ready to go  for National showroom type stores, pet stores, pharmaceuticals, electronics, etc&amp; .."", '.')",40.6819237,-73.4318097,Massapequa,11758
