,age,type_employer,education,education_num,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
20641,35,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
3721,46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
25521,48,State-gov,Masters,14,Divorced,Protective-serv,Not-in-family,White,Male,0,0,72,United-States,0
17468,50,Local-gov,11th,7,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
2809,41,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,0
9672,21,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,10,United-States,0
26565,43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
10866,24,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,0
6251,43,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
21460,26,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,0
7637,49,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,0
11951,35,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
10097,42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,21,United-States,0
5784,26,Federal-gov,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,0
565,52,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
23734,35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
16599,18,Private,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,20,United-States,0
7506,53,Private,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
1766,49,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,20,United-States,1
25506,28,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,0
21350,34,Private,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,65,United-States,0
21717,26,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
31598,49,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,United-States,0
4555,18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,0
28793,39,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
17190,30,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
17213,60,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
12278,24,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,0
28470,54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,1
27607,29,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,0
9211,28,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,1
6052,56,?,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,10,United-States,0
18986,45,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
23469,21,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,44,United-States,0
175,28,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
13996,29,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1590,50,United-States,0
6455,40,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
8502,19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,0
2801,47,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
2563,46,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,0
25501,29,Without-pay,Some-college,10,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,65,United-States,0
30153,48,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,1
19343,26,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
23915,73,Private,9th,5,Widowed,Other-service,Unmarried,White,Female,0,0,9,United-States,0
23438,18,Private,11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,15,United-States,0
30860,35,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,1594,40,United-States,0
20235,60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,50,United-States,0
6040,55,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,20,United-States,0
1487,30,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,2001,42,United-States,0
13565,21,Private,Some-college,10,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0
15313,32,Private,11th,7,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
9304,51,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,8,United-States,0
13009,39,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,10,United-States,0
23145,21,Private,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,0
21914,38,Private,11th,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,52,United-States,0
2021,24,Local-gov,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,0
28134,26,State-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,0
15306,54,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,42,United-States,0
20711,31,Private,12th,8,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,60,United-States,0
18237,32,?,10th,6,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,0
12276,35,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
4564,25,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,0
1504,64,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,1
854,26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
1551,23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
13821,59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,0
28095,34,Self-emp-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,62,United-States,1
25008,53,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
20805,35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
24461,19,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,0
400,52,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
30511,23,Private,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,0
27612,39,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,0
14335,73,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,36,United-States,0
15801,38,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
548,35,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
27729,42,Private,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0,0,40,United-States,0
28443,33,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,59,Mexico,0
11692,37,?,9th,5,Divorced,?,Unmarried,White,Female,0,0,40,United-States,0
25716,35,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
2089,31,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
30164,36,?,Assoc-voc,11,Divorced,?,Own-child,White,Male,0,0,50,United-States,0
31455,30,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,40,United-States,1
24227,45,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
12398,47,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
9293,48,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1672,55,United-States,0
31467,24,Private,7th-8th,4,Never-married,Priv-house-serv,Own-child,White,Female,0,0,32,El-Salvador,0
1364,51,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,Italy,0
18296,21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,0
9322,35,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
1381,25,Private,Some-college,10,Separated,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
10516,48,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,36,United-States,0
8641,19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,0
18921,45,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
820,47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,1
31979,41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,1
31469,35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7298,0,40,?,1
3758,42,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,50,United-States,0
8279,26,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
7263,31,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
11389,23,Private,9th,5,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,20,Philippines,0
4315,48,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
568,45,Private,7th-8th,4,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico,0
13405,24,Self-emp-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
21173,58,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,1
17796,67,Private,1st-4th,2,Widowed,Machine-op-inspct,Not-in-family,White,Female,2062,0,34,Ecuador,0
13460,35,Private,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,50,United-States,0
18364,21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
4709,19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
15505,23,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
22773,35,Private,11th,7,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,0
22957,30,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,Taiwan,0
27557,59,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,0
5111,21,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
5147,28,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,55,United-States,0
27402,30,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,France,0
15802,34,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
13342,61,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Canada,0
20725,62,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,2961,0,30,United-States,0
21099,20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
20806,27,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,0
25659,30,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
12504,31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
2507,19,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
6018,39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
22384,19,Private,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,0,0,35,United-States,0
3240,17,?,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,0
10256,74,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
5941,53,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,1
2413,33,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,0
9175,18,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0
11425,29,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
11205,46,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,1
9598,63,State-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0
7491,41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
11308,40,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,0
15707,56,Self-emp-not-inc,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,1876,60,United-States,0
31816,55,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
22133,30,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
6498,36,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
6515,45,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,37,United-States,0
4615,42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
20389,38,Self-emp-not-inc,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0
24719,53,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,2597,0,40,United-States,0
27,19,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
4678,61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0
16153,39,Private,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,1
1248,49,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
3288,34,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,0
23271,27,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
10540,22,?,Some-college,10,Never-married,?,Not-in-family,Black,Female,0,0,25,United-States,0
14154,36,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,2463,0,40,United-States,0
8305,40,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
24044,90,Self-emp-not-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,2964,0,12,United-States,0
4993,23,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
23502,29,Private,Assoc-voc,11,Married-AF-spouse,Farming-fishing,Husband,White,Male,0,0,44,United-States,1
12328,40,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,0
14420,31,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Columbia,0
25813,64,Private,Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
27565,33,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,0
22383,52,Private,11th,7,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,20,United-States,0
29607,21,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,0
2984,55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,0
4970,19,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,0
14582,31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
30545,24,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0
11789,31,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,0
29831,55,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,6418,0,50,United-States,1
19289,48,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
21198,27,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
22568,47,Private,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,4,United-States,0
24033,30,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
5878,37,Private,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,85,Mexico,0
9356,51,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,0
25006,19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,0
16011,50,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,3942,0,40,United-States,0
17973,37,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
27847,20,Local-gov,Some-college,10,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States,0
9323,26,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,3,El-Salvador,0
312,34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,35,Taiwan,1
5476,23,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,0
31964,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,0
17869,36,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
27764,24,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,0
4183,67,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Canada,1
13878,42,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Germany,0
27857,60,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,Germany,1
17115,40,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
6788,31,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
14736,30,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
23607,18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,0
21382,22,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
11684,47,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,0
24102,33,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
12267,39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,Germany,1
24562,40,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
21699,32,?,12th,8,Never-married,?,Own-child,Black,Female,0,0,40,United-States,0
26242,42,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,0
10887,33,Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,42,United-States,0
19781,63,Private,Assoc-acdm,12,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,0,0,35,United-States,0
9331,26,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0
2119,61,?,Doctorate,16,Widowed,?,Not-in-family,White,Female,0,0,5,United-States,0
24922,56,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
14208,58,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
7862,41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,?,0
7923,25,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
10416,48,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Germany,1
6244,47,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
22811,25,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,70,United-States,0
8306,58,Private,9th,5,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
9917,37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,1
601,32,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
8179,29,Private,12th,8,Never-married,Other-service,Not-in-family,Other,Male,0,0,40,United-States,0
12485,27,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
9867,61,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,1
15061,31,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,32,United-States,0
23088,53,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,37,United-States,1
18881,35,Private,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,36,United-States,0
15467,30,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1902,40,South,1
15339,42,Private,Some-college,10,Widowed,Sales,Unmarried,Black,Female,0,0,40,United-States,0
25431,20,?,Assoc-acdm,12,Never-married,?,Not-in-family,White,Female,0,0,32,United-States,0
4933,32,Private,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,1
94,30,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,1573,35,?,0
15878,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Iran,0
14125,36,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,0
13064,20,State-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
4548,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,51,United-States,0
28699,48,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
18944,51,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
11490,39,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,0
23526,41,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,43,United-States,0
1299,44,Local-gov,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,0
20540,28,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
7682,30,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,1
32161,23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,0
15335,35,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,1
15353,56,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1
1196,49,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,0
23214,20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0
662,35,Private,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,0
28993,18,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,28,United-States,0
8549,26,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,45,United-States,0
27710,38,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
14284,33,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
14747,25,?,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,20,United-States,0
3659,21,Private,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,30,United-States,0
16262,56,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,1
715,36,Local-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,Honduras,0
30751,25,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,0
11155,20,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0
9340,46,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,Cuba,0
16809,29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,1
9876,31,Local-gov,Bachelors,13,Never-married,Protective-serv,Own-child,Black,Male,0,0,48,United-States,0
8027,42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
26324,60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,1
28036,24,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,0
6385,35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
13305,60,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
13428,44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
