|title|blurb|category|location|goal_USD|pledged_USD|percent_received|pledged_USD|num_backers|num_backers_tier|pledge_tier|url|exchange_rate|goal_level|goal_level_num|pledge_level|pledge_level_num|creator|creator_names|country|start|end|days
3333|Mohu Channels: Personal Channel Guide Makes TV Smarter!|Create your own TV Channel Guide as a mash-up of streaming apps, websites & broadcast TV with Mohu Channels. We’re making TV fun again!|Hardware|Raleigh, NC|35000.0|144890.0|413.971428571|144890.0|1284|[25, 200, 428, 99, 101, 100, 213, 76]|[35.0, 79.0, 89.0, 99.0, 119.0, 129.0, 149.0, 239.0]|/projects/mohu/mohu-channels-personal-channel-guide-makes-tv-smar|1.0|high|2|low|0|mohu|Mohu|USA|2014-02-24|2014-04-10|45
3334|Tagonce - The Next Generation Luggage Tag|Tag your luggage with contact information by using your smartphone. Plan ahead, keep travel history and much more.|Technology|Copenhagen, Denmark|6750.0|44757.75|663.077777778|44757.75|1284|[2, 141, 402, 445, 137, 43, 107, 4]|[1.0, 8.0, 15.0, 28.0, 39.0, 48.0, 55.0, 725.0]|/projects/1955559848/tagonce-a-next-generation-luggage-tag|0.15|medium|1|low|0|1955559848|Brian Høj Andersen|Denmark|2015-07-21|2015-08-20|30
3335|NWHL: History Begins|PASSION FOR HOCKEY. THE DRIVE TO WIN. THE PLACE OF WOMEN'S SPORTS IN OUR SOCIETY. Behind the scenes of the NWHL's first season.|Documentary|Brooklyn, NY|45000.0|57275.0|127.277777778|57275.0|1283|[26, 29, 235, 229, 193, 50, 30, 217, 14, 25, 30, 11, 39, 11, 5, 27, 2, 13, 10, 3, 1, 3, 1, 0, 4, 4, 4, 0, 0]|[1.0, 6.0, 11.0, 19.0, 26.0, 27.0, 33.0, 33.0, 35.0, 50.0, 56.0, 60.0, 66.0, 87.0, 99.0, 115.0, 132.0, 145.0, 150.0, 163.0, 201.0, 250.0, 300.0, 350.0, 362.0, 500.0, 600.0, 1500.0, 10000.0]|/projects/1803843886/nwhl-history-begins|1.0|high|2|medium|1|1803843886|Rachel Koteen/540 Films|USA|2015-11-08|2015-12-08|30
3336|Tahira: Echoes of the Astral Empire|A tactical turn-based RPG, set on a world fallen into a medieval dark age after the collapse of a spacefaring civilization.|Video Games|Canberra, AU|52360.0|52941.35|101.110294118|52941.35|1283|[793, 218, 72, 72, 30, 28, 6, 17, 16, 2, 0, 2, 2, 1]|[8.0, 20.0, 27.0, 35.0, 43.0, 47.0, 55.0, 78.0, 156.0, 468.0, 702.0, 780.0, 1951.0, 3902.0]|/projects/whalehammergames/tahira-echoes-of-the-astral-empire-turn-based-tact|0.77|dreaming|3|medium|1|whalehammergames|Whale Hammer Games|USA|2015-02-18|2015-03-20|30
3337|Descartes' Meditations, Bro|Rene Descartes' founding work of modern philosophy retold in its entirety by Philosophy Bro|Nonfiction|Chicago, IL|15000.0|30151.0|201.006666667|30151.0|1283|[1014, 134, 115]|[15.0, 25.0, 28.0]|/projects/887676753/descartes-meditations-bro|1.0|medium|1|low|0|887676753|Tommy Maranges|USA|2015-05-27|2015-06-25|29
3338|ReMoved. Part Two.|ReMoved Part One was seen and loved by millions. Be a part of making reMoved Part Two!|Shorts|Carpinteria, CA|120000.0|134570.0|112.141666667|134570.0|1282|[61, 117, 65, 50, 93, 161, 34, 127, 33, 141, 101, 10, 22, 10, 4, 4, 1, 0, 1]|[2.0, 10.0, 15.0, 20.0, 20.0, 25.0, 40.0, 60.0, 60.0, 100.0, 100.0, 250.0, 300.0, 500.0, 1000.0, 5000.0, 10000.0, 10000.0, 10000.0]|/projects/heschle/removed-part-two|1.0|dreaming|3|high|2|heschle|Nathanael Matanick|USA|2014-09-16|2014-10-16|30
3339|"The Oomph | Portable Coffee Maker"|The worlds fastest hand powered portable coffee maker and travel cup.|Product Design|Greater Manchester, UK|32500.0|76361.25|234.957692308|76361.25|1282|[6, 100, 569, 269, 31, 123, 128, 29, 10, 4, 0]|[15.0, 45.0, 56.0, 56.0, 68.0, 68.0, 98.0, 121.0, 166.0, 378.0, 756.0]|/projects/oomphcoffee/the-oomph-better-coffee-on-the-go|1.25|high|2|low|0|oomphcoffee|Oomph Coffee|USA|2015-11-27|2016-01-03|37
3340|Nourishmat - Changing the Way We Think About Food|An amazing new way to grow your own vegetables, herbs, and flowers. Designed for people with small spaces and limited time.|Food|San Francisco, CA|70000.0|107534.0|153.62|107534.0|1282|[24, 144, 8, 35, 54, 183, 47, 73, 71, 374, 17, 141, 9, 11, 10, 0]|[5.0, 10.0, 10.0, 20.0, 20.0, 25.0, 55.0, 65.0, 89.0, 99.0, 99.0, 160.0, 200.0, 250.0, 400.0, 5000.0]|/projects/earthstarter/nourishmat-changing-the-way-wethink-about-food|1.0|dreaming|3|medium|1|earthstarter|Phil & John - Earth Starter|USA|2013-06-29|2013-07-31|32
3341|The Doubleclicks' New Album: PRESIDENT SNAKES|An album about being yourself and dealing with tough times—plus one song about a group of snakes running for President.|Music|Portland, OR|30000.0|55535.0|185.116666667|55535.0|1282|[517, 130, 173, 57, 39, 142, 32, 25, 4, 78, 31, 5, 3, 10, 15, 3, 1]|[10.0, 20.0, 30.0, 39.0, 40.0, 60.0, 69.0, 70.0, 85.0, 100.0, 109.0, 150.0, 185.0, 190.0, 200.0, 400.0, 400.0]|/projects/angelar/the-doubleclicks-new-album-president-snakes|1.0|high|2|low|0|angelar|The Doubleclicks|USA|2015-05-07|2015-06-02|26
3342|BubblePod - Professional 360\xba images in less than a minute.|The BubblePod makes it simple to create perfect 360º images for work or play. Great for landscapes, real estate, tourism and much more.|Hardware|Malmesbury, UK|37500.0|67735.0|180.626666667|67735.0|1281|[14, 249, 558, 100, 104, 100, 72, 66, 5, 4, 3, 2, 0]|[1.56, 23.0, 31.0, 54.0, 62.0, 78.0, 93.0, 117.0, 124.0, 389.0, 467.0, 1167.0, 7779.0]|/projects/1218595273/bubblepod-professional-360o-images-in-less-than-a-0|1.25|high|2|low|0|1218595273|BubblePix|USA|2013-06-09|2013-07-09|30
3343|Clairy: The Most Amazing Natural Air Purifier|Clairy combines the power of nature and technology with the beauty of design to eliminate indoor pollution and analyze it.|Hardware|San Francisco, CA|97228.0|252381.87|259.57735426|252381.87|1281|[67, 9, 6, 5, 500, 150, 77, 17, 250, 19, 4, 15, 26, 33, 81, 10, 2, 0, 0]|[1.12, 19.0, 28.0, 33.0, 150.0, 168.0, 170.0, 179.0, 199.0, 201.0, 208.0, 235.0, 298.0, 298.0, 347.0, 404.0, 2023.0, 2249.0, 5835.0]|/projects/628579643/clairy-the-most-amazing-natural-air-purifier|1.09|dreaming|3|high|2|628579643|Clairy|USA|2016-03-23|2016-04-22|30
3344|COVR Photo* - An iPhone Case with a Built In Camera Lens|COVR Photo is a case for the iPhone 5/5s with a built in lens to make it easier for Parents & Pros to capture great photographs.|Camera Equipment|Bellevue, WA|80000.0|85612.0|107.015|85612.0|1281|[66, 42, 966, 150, 21, 3, 2, 0]|[1.0, 25.0, 55.0, 75.0, 250.0, 1000.0, 3000.0, 5000.0]|/projects/1317724211/covr-photo-an-iphone-case-with-a-built-in-prism-le|1.0|dreaming|3|medium|1|1317724211|Thomas Hurst + COVR LLC|USA|2014-04-02|2014-05-05|33
3345|Dropsy|Impart love to a surreal, grotesque world as a misunderstood but cheerful clown. Discover a vast mythos in the process! PC/MAC/LINUX|Video Games|Homeland, FL|14000.0|24921.0|178.007142857|24921.0|1281|[62, 797, 348, 33, 13, 14, 4, 3, 2, 0]|[1.0, 10.0, 25.0, 50.0, 75.0, 105.0, 200.0, 200.0, 500.0, 550.0]|/projects/jaytholen/dropsy|1.0|medium|1|low|0|jaytholen|Jay Tholen|USA|2013-10-23|2013-11-24|32
3346|Eldet|A medieval fantasy themed visual novel with emphasis on LGBT characters and people of color|Video Games|Seattle, WA|7000.0|30835.0|440.5|30835.0|1281|[546, 113, 587, 10, 15, 5]|[12.0, 17.0, 30.0, 80.0, 150.0, 200.0]|/projects/1094149316/eldet|1.0|medium|1|low|0|1094149316|Marccus|USA|2016-06-17|2016-07-17|30
3347|Rossling & Co - Ultra-Thin Watches & Tweed Straps|High-quality, ultra-thin watches. Versatile, fashionable, and affordable. With a unique tweed strap.|Product Design|Cambridge, MA|19200.0|170002.0|885.427083333|170002.0|1280|[24, 50, 100, 199, 499, 392]|[1.0, 29.0, 99.0, 119.0, 129.0, 139.0]|/projects/rossling/rossling-and-co-ultra-thin-watches-and-tweed-strap|1.0|high|2|low|0|rossling|Rossling & Co.|USA|2013-10-22|2013-11-21|30
3348|The 7 inch Bendy USB Charging Cable- Apple Certified|7 inch super bendy and durable USB charging cable for iPhones, Android and power banks. Unique silicone coating in 6 vibrant colors.|Product Design|Richardson, TX|20000.0|31261.0|156.305|31261.0|1280|[7, 75, 183, 125, 250, 135, 314, 186]|[1.0, 5.0, 6.0, 8.0, 10.0, 14.0, 25.0, 45.0]|/projects/1159397838/the-7-inch-bendy-usb-charging-cable-apple-certifie|1.0|high|2|low|0|1159397838|dCables + PhoneRumble|USA|2014-09-30|2014-10-30|30
3349|Dumbing of Age: The Fifth Book Collection|Dumbing of Age is a webcomic about college and making bad choices.|Webcomics|Columbus, OH|22000.0|70213.0|319.15|70213.0|1279|[11, 126, 134, 177, 248, 26, 98, 12, 4, 9, 5, 2, 3, 1, 2, 1, 3, 1, 46, 57, 6, 2, 9, 3, 2, 22, 21, 24, 22, 150, 5, 33, 3, 5]|[5.0, 7.0, 18.0, 20.0, 30.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 80.0, 80.0, 90.0, 100.0, 100.0, 100.0, 150.0, 150.0, 300.0]|/projects/326540223/dumbing-of-age-the-fifth-book-collection|1.0|high|2|low|0|326540223|David Willis|USA|2016-03-01|2016-03-31|30
3350|Remix: A laptop experience on a big Android tablet.|Remix provides a smart Android productivity & communication experience. Create content easily & run Android apps in multiple windows.|Hardware|Beijing, China|100000.0|210377.0|210.377|210377.0|1278|[169, 168, 80, 200, 200, 303, 9, 1, 0, 1]|[1.0, 1.0, 2.0, 39.0, 199.0, 349.0, 2000.0, 2000.0, 3000.0, 5000.0]|/projects/jidetech/remix-a-laptop-experience-on-a-big-android-tablet|1.0|dreaming|3|high|2|jidetech|Jide Tech|China|2015-03-25|2015-04-24|30
3351|COLLAR PERFECT: Iron Out the Wrinkles In Your Life|The pint size travel iron that is perfect for hard to reach touch-ups, yet transforms for into a full iron when needed.|Product Design|Charlotte, NC|40000.0|42792.0|106.98|42792.0|1277|[2, 249, 813, 4, 79, 5, 99, 2, 13, 0, 0]|[5.0, 20.0, 25.0, 40.0, 50.0, 55.0, 60.0, 70.0, 115.0, 1000.0, 5000.0]|/projects/699125038/collar-perfect-let-us-iron-out-the-wrinkles-in-you|1.0|high|2|low|0|699125038|Brandon Dierker|USA|2014-09-16|2014-11-15|60
3352|Norsaga|The puzzle battle card game of Vikings, epic stories, and lying about your ancestors.|Tabletop Games|Annapolis, MD|15000.0|33836.0|225.573333333|33836.0|1277|[10, 1232, 15, 8, 8, 0]|[1.0, 20.0, 75.0, 200.0, 300.0, 1000.0]|/projects/meromorphgames/norsaga|1.0|medium|1|low|0|meromorphgames|Meromorph Games|USA|2015-03-30|2015-04-28|29
3353|Dungeon Time - A Cooperative Real Time Fantasy Card Game|Are you brave enough to accept the dungeon challenge? A real time, co-op card game of exciting adventures and catastrophic failures.|Tabletop Games|Camaiore, Italy|5000.0|32527.0|650.54|32527.0|1277|[37, 649, 562, 13, 9]|[1.0, 22.0, 25.0, 90.0, 120.0]|/projects/1402889231/dungeon-time-a-cooperative-real-time-fantasy-card|1.0|low|0|low|0|1402889231|Ares Games|Italy|2016-06-29|2016-07-14|15
3354|OneBowl - Closed|This Kickstarter Project was for a microwave-safe bowl with a built-in strainer and a snap-on lid.|Product Design|Grand Rapids, MI|50000.0|58463.0|116.926|58463.0|1276|[6, 1, 4, 200, 5, 358, 106, 211, 104, 6, 50, 88, 54, 1, 13, 40, 11, 1, 1]|[5.0, 10.0, 15.0, 16.0, 18.0, 20.0, 30.0, 35.0, 35.0, 50.0, 50.0, 50.0, 60.0, 75.0, 75.0, 75.0, 80.0, 1000.0, 2000.0]|/projects/1988391132/cook-strain-eat-and-store-your-food-all-in-onebowl|1.0|high|2|medium|1|1988391132|Justin Herd|USA|2014-06-17|2014-07-21|33
3355|PUSH: Your Wallet at the Touch of a Button iPhone 5, 5S, 5C|The ultimate iPhone protective case with a secure and hidden wallet at the at the touch of a button. iPhone 5S, 5C, 5.|Product Design|Los Angeles, CA|15000.0|61985.0|413.233333333|61985.0|1276|[17, 4, 100, 661, 197, 26, 20, 17, 22, 54, 126, 0, 1]|[5.0, 15.0, 28.0, 39.0, 39.0, 48.0, 48.0, 49.0, 49.0, 49.0, 60.0, 499.0, 1999.0]|/projects/dapperbox/push-your-wallet-at-the-touch-of-a-button-iphone-5|1.0|medium|1|low|0|dapperbox|Dapperbox|USA|2013-12-10|2014-01-17|38
3356|The Guide to Glorantha|"A two-volume set of 10"" x 12"" color hardback books containing the geography, history and cultures of Glorantha."|Tabletop Games|Ann Arbor, MI|36500.0|260962.0|714.964383562|260962.0|1276|[28, 13, 11, 31, 155, 35, 11, 165, 314, 232, 129, 22, 45, 27, 29, 4, 0, 0, 1, 6, 11, 1, 1]|[1.0, 12.0, 25.0, 35.0, 50.0, 80.0, 100.0, 100.0, 125.0, 150.0, 200.0, 250.0, 300.0, 350.0, 500.0, 800.0, 1000.0, 1000.0, 1000.0, 1250.0, 3000.0, 4500.0, 5000.0]|/projects/224590870/the-guide-to-glorantha|1.0|high|2|low|0|224590870|Rick Meints|USA|2012-11-18|2012-12-18|30
3357|DRAGONLOCK\u2122 28mm Scale Dungeon Gaming Terrain|The DRAGONLOCK™ terrain system features dungeon pieces that snap together and can be stacked to create multi-level dungeon designs.|Tabletop Games|Columbus, OH|500.0|104426.0|20885.2|104426.0|1276|[22, 5, 85, 69, 34, 1034]|[10.0, 20.0, 30.0, 40.0, 50.0, 60.0]|/projects/1679800548/dragonlocktm-28mm-scale-dungeon-gaming-terrain|1.0|low|0|low|0|1679800548|Tom Tullis|USA|2015-10-06|2015-11-03|28
3358|Neon, Savlonic's 2nd Album|Following the success of their 1st album, Red, animated synthpop band Savlonic are looking for funding for their 2nd album, Neon.|Electronic Music|Bristol, UK|37500.0|50972.5|135.926666667|50972.5|1276|[448, 397, 215, 106, 64, 33, 1, 1]|[11.0, 22.0, 43.0, 79.0, 143.0, 215.0, 1435.0, 2869.0]|/projects/weebl/neon-savlonics-2nd-album|1.25|high|2|low|0|weebl|Weebl's Stuff|USA|2016-04-01|2016-05-01|30
3359|Days of War (Early Access)|"Coming to Steam in 2016, ""Days of War"" will deliver a fiercely competitive shooter in a visually stunning WWII environment."|Video Games|New York, NY|20000.0|68508.0|342.54|68508.0|1276|[14, 5, 445, 192, 45, 63, 384, 46, 41, 13, 9, 1, 4]|[5.0, 10.0, 19.0, 29.0, 39.0, 49.0, 59.0, 99.0, 149.0, 300.0, 550.0, 800.0, 1000.0]|/projects/drivenarts/days-of-war-early-access|1.0|high|2|low|0|drivenarts|Driven Arts|USA|2016-03-15|2016-04-01|17
3360|Musopen: Record and release free music without copyrights.|Help us buy music and release it to the public., without copyrights.|Classical Music|Palo Alto, CA|11000.0|68359.0|621.445454545|68359.0|1276|[346, 169, 463, 101, 40, 3, 11, 0]|[10.0, 25.0, 50.0, 75.0, 250.0, 450.0, 1000.0, 3500.0]|/projects/Musopen/record-and-release-free-music-without-copyrights|1.0|medium|1|low|0|Musopen|Aaron Dunn|USA|2010-08-15|2010-09-14|30
3361|Red Goddess: Inner World|Explore a mysterious planet controlled by the psyche of the main character. Metroidvania (PC, MAC, LINUX, PS4, PS Vita, Wii U)|Video Games|Valencia, Spain|30000.0|40235.0|134.116666667|40235.0|1276|[26, 100, 512, 98, 209, 133, 36, 67, 27, 11, 9, 8, 4, 4, 1, 1, 1, 0, 0]|[2.0, 10.0, 15.0, 15.0, 20.0, 25.0, 40.0, 50.0, 80.0, 150.0, 200.0, 250.0, 375.0, 500.0, 750.0, 1000.0, 1500.0, 5000.0, 8000.0]|/projects/yanimstudio/red-goddess-inner-world|1.0|high|2|low|0|yanimstudio|Yanim studio|Spain|2014-05-06|2014-06-06|31
3362|Lasso: your very own must-have slippers for ultimate comfort|Lasso is a pair of flat-packed slippers. Made from one piece of wool-felt with a leather sole and laced in the colour of your choice.|Fashion|Paris, France|21250.0|73280.0|344.847058824|73280.0|1275|[27, 22, 10, 18, 708, 402, 8, 23, 28, 9, 0]|[1.58, 8.0, 16.0, 35.0, 43.0, 87.0, 99.0, 158.0, 221.0, 410.0, 1575.0]|/projects/1851515588/lasso-your-very-own-must-have-slippers-for-ultimat|1.25|high|2|low|0|1851515588|Gaspard Tiné-Berès & Ruben Valensi|France|2013-01-31|2013-03-02|30
3363|Unsounded Comic Volume 1|Help print the first volume of Unsounded, a fantasy-adventure comic about sorcery, hidden truths, and unconventional families.|Comics|St. Petersburg, FL|9800.0|43383.0|442.683673469|43383.0|1275|[93, 13, 563, 241, 127, 200, 15, 2, 2]|[5.0, 13.0, 25.0, 35.0, 35.0, 45.0, 100.0, 400.0, 400.0]|/projects/502093706/unsounded-comic-volume-1|1.0|medium|1|low|0|502093706|Ashley Cope|USA|2012-09-18|2012-10-18|30
3364|Tapos\xe9: Bringing the Courier to the iPad|Taposé brings the once hyped Courier to the iPad. The ingenious split interface allows interaction with multiple apps simultaneously|Technology|Seattle, WA|10000.0|26561.0|265.61|26561.0|1274|[1103, 87, 46, 15, 5, 1, 1, 0]|[10.0, 35.0, 60.0, 100.0, 250.0, 1500.0, 5000.0, 10000.0]|/projects/1561238414/tapose-bringing-the-courier-to-the-ipad|1.0|medium|1|low|0|1561238414|Benjamin Monnig|USA|2011-03-22|2011-05-22|60
3365|Strife: Legacy of the Eternals|A strategic, 2-player, tarot-sized, card game combining open information and unique abilities with deep, combo-creating gameplay.|Tabletop Games|Indianapolis, IN|12000.0|27904.0|232.533333333|27904.0|1274|[15, 27, 867, 118, 190, 21, 20, 2, 9]|[1.0, 8.0, 15.0, 20.0, 30.0, 50.0, 75.0, 100.0, 150.0]|/projects/v3g/strife-legacy-of-the-eternals|1.0|medium|1|low|0|v3g|V3G|USA|2014-10-01|2014-10-30|29
3366|Meet bolo: The Rolling Knife|bolo combines two of humanity's most important inventions to date: the knife & the wheel – creating the perfect Rolling Knife!                                                    YOU can now Pre Order by clicking the Follow Along link|Product Design|Montreal, Canada|22500.0|39429.0|175.24|39429.0|1274|[250, 200, 268, 173, 50, 91, 142, 62, 11, 19, 0, 0]|[11.0, 15.0, 17.0, 24.0, 26.0, 30.0, 33.0, 45.0, 72.0, 105.0, 429.0, 771.0]|/projects/1518700692/meet-bolo-the-rolling-knife|0.75|high|2|low|0|1518700692|Zinovta|Canada|2015-11-14|2015-12-14|30
3367|Dumbing of Age: The Second Book Collection|Dumbing of Age is a webcomic about college and making bad choices.|Comics|Columbus, OH|15000.0|55451.0|369.673333333|55451.0|1273|[27, 28, 12, 166, 15, 64, 13, 120, 6, 160, 6, 142, 4, 50, 25, 45, 22, 165, 67, 16, 45, 9, 9, 9]|[5.0, 7.0, 7.0, 14.0, 14.0, 20.0, 21.0, 26.0, 31.0, 36.0, 36.0, 46.0, 46.0, 47.0, 50.0, 50.0, 50.0, 56.0, 57.0, 70.0, 75.0, 100.0, 150.0, 300.0]|/projects/326540223/dumbing-of-age-the-second-book-collection|1.0|medium|1|low|0|326540223|David Willis|USA|2013-05-08|2013-06-10|32
3368|THAMES BATHS LIDO - for swimming, for relaxing, for everyone|THAMES BATHS LIDO is a new swimming and cultural destination for London on the River Thames using clean, filtered & heated Thames water|Design|London, UK|156250.0|178407.5|114.1808|178407.5|1273|[59, 153, 317, 41, 406, 13, 83, 10, 88, 4, 1, 2, 18, 5, 10]|[2.98, 12.0, 22.0, 45.0, 67.0, 74.0, 127.0, 186.0, 223.0, 261.0, 261.0, 447.0, 744.0, 4466.0, 7443.0]|/projects/thamesbaths/thames-baths-a-new-beautiful-lido-for-the-river-th|1.25|dreaming|3|high|2|thamesbaths|Chris, James and Matt at Thames Baths|USA|2015-04-22|2015-05-22|30
3369|The Vegan Zombie Cookbook|Cook & Survive! A graphic novel cookbook - killer recipes & illustrated adventures of The Vegan Zombie.|Vegan|Syracuse, NY|18500.0|43572.0|235.524324324|43572.0|1273|[7, 13, 249, 30, 84, 211, 391, 19, 52, 2, 110, 41, 24, 19, 4, 1, 0, 2, 3, 0, 0]|[1.0, 3.0, 5.0, 10.0, 15.0, 25.0, 30.0, 40.0, 50.0, 55.0, 60.0, 75.0, 100.0, 125.0, 150.0, 195.0, 200.0, 300.0, 500.0, 750.0, 3500.0]|/projects/theveganzombie/the-vegan-zombie-cookbook|1.0|high|2|low|0|theveganzombie|The Vegan Zombie|USA|2013-06-17|2013-07-17|30
3370|ONDU Pinhole Cameras|The first durable and simple to use pinhole camera that can be passed on for generations!|Product Design|Velenje, Slovenia|10000.0|109391.0|1093.91|109391.0|1272|[124, 100, 483, 145, 207, 132, 37, 9, 11, 9]|[1.0, 50.0, 60.0, 80.0, 100.0, 120.0, 150.0, 200.0, 320.0, 550.0]|/projects/ondu-/ondu-pinhole-cameras|1.0|medium|1|low|0|ondu-|ONDU|Slovenia|2013-05-13|2013-06-12|30
3371|Through the Woods|Through the Woods is a third-person psychological horror experience about how far a mother would go to save her son.|Video Games|Oslo, Norway|40000.0|43833.0|109.5825|43833.0|1272|[57, 600, 244, 60, 133, 22, 41, 16, 29, 24, 7, 1, 3, 0]|[5.0, 15.0, 18.0, 30.0, 35.0, 50.0, 60.0, 75.0, 140.0, 150.0, 250.0, 600.0, 1000.0, 5000.0]|/projects/1854868411/through-the-woods|1.0|high|2|low|0|1854868411|Antagonist|Norway|2015-05-14|2015-06-14|31
3372|Big Games for Small Pockets: Dice Hate Me's 54-Card Rabbits|A star-studded six-pack of 54-card games created by seasoned designers for portable, crowd-pleasing fun. From Dice Hate Me Games.|Tabletop Games|Chapel Hill, NC|20000.0|60526.0|302.63|60526.0|1272|[185, 58, 1018]|[25.0, 25.0, 50.0]|/projects/dicehateme/big-games-for-small-pockets-dice-hate-mes-54-card|1.0|high|2|low|0|dicehateme|Dice Hate Me Games|USA|2014-03-21|2014-04-06|16
3373|WooBots - Transformable Wooden Robot|High-quality wood robot collection designed for action-packed fun, just in time for Christmas. Play, transform and enjoy!|Design|Toronto, Canada|7500.0|66804.75|890.73|66804.75|1271|[1, 100, 100, 250, 217, 1, 44, 191, 57, 20, 100, 101, 70, 9, 0]|[4.0, 19.0, 19.0, 19.0, 19.0, 23.0, 26.0, 45.0, 68.0, 91.0, 97.0, 97.0, 97.0, 117.0, 1962.0]|/projects/1952108245/woobots|0.75|medium|1|low|0|1952108245|Bamloff|Canada|2015-11-12|2015-12-13|31
3374|Dash Greek Yogurt Maker - Make Fresh Greek Yogurt at Home|The Dash Greek Yogurt Maker is an easy way to make delicious, healthy Greek yogurt for a fraction of the cost of store bought yogurt.|Product Design|New York, NY|30000.0|38912.0|129.706666667|38912.0|1271|[5, 250, 499, 250, 132, 39, 83, 6]|[9.0, 25.0, 29.0, 32.0, 33.0, 39.0, 45.0, 49.0]|/projects/1853707494/dash-greek-yogurt-maker-make-fresh-greek-yogurt-at|1.0|high|2|low|0|1853707494|StoreBound|USA|2013-06-02|2013-07-02|30
3375|iFetch : The Ball Launcher for Dogs|iFetch is the perfect toy for any small or medium size dog. It's an interactive, on-demand ball launcher. Dogs and people love it!|Product Design|Austin, TX|20000.0|88221.0|441.105|88221.0|1271|[18, 23, 250, 250, 701]|[5.0, 10.0, 50.0, 60.0, 75.0]|/projects/299675463/ifetch-the-ball-launcher-for-dogs|1.0|high|2|low|0|299675463|The Hamill Family|USA|2013-06-17|2013-07-17|30
3376|Madness: Project Nexus 2|A fast-paced, Run n' Gun shooter (PC/Mac), filled to the brim with comic violence, swords, guns, squad combat, guns, and guns!|Video Games|Philadelphia, PA|56000.0|64214.0|114.667857143|64214.0|1271|[38, 100, 618, 238, 25, 80, 39, 49, 30, 9, 2, 6, 3, 1, 2, 1]|[5.0, 10.0, 15.0, 25.0, 50.0, 50.0, 75.0, 100.0, 200.0, 300.0, 500.0, 500.0, 600.0, 1000.0, 2500.0, 9950.0]|/projects/500655604/madness-project-nexus-2|1.0|dreaming|3|medium|1|500655604|Michael Swain|USA|2014-08-24|2014-09-23|30
3377|SegSac: Elevate the way you pack|The SegSac™ is more than just a stuff sack.  It's organized adventure in a bag.|Product Design|Bend, OR|15000.0|60302.0|402.013333333|60302.0|1271|[13, 349, 90, 57, 350, 69, 330, 4, 1, 0, 1]|[2.0, 16.0, 20.0, 20.0, 27.0, 35.0, 67.0, 195.0, 250.0, 350.0, 2500.0]|/projects/gobigear/segsac-elevate-the-way-you-pack|1.0|medium|1|low|0|gobigear|Chez Brungraber|USA|2015-10-07|2015-11-12|35
3378|ZipGripGo - Emergency Traction Aid for Snow, Ice or Mud|ZipGripGo can be added to the wheels of most any passenger car in minutes, without tools, instantly freeing stuck vehicles.|Product Design|Harrisonburg, VA|75000.0|93429.0|124.572|93429.0|1270|[200, 217, 200, 226, 200, 86, 100, 6]|[20.0, 25.0, 40.0, 50.0, 80.0, 100.0, 200.0, 250.0]|/projects/872387109/zipgripgo-alternative-traction-aid-for-snow-and-mu|1.0|dreaming|3|medium|1|872387109|Zip Grip & Go, LLC|USA|2015-02-07|2015-03-14|35
3379|Plinth - the World's best stand for your Tablet / iPad|You carry your tablet everywhere - now you can instantly place it at the perfect angle for any task at the touch of a button.|Product Design|Taunton, UK|26250.0|40230.0|153.257142857|40230.0|1270|[0, 500, 597, 55, 46, 24, 34, 3]|[17.0, 25.0, 30.0, 38.0, 42.0, 50.0, 58.0, 249.0]|/projects/1925492980/plinth-the-worlds-best-stand-for-your-tablet-ipad|1.25|high|2|low|0|1925492980|John Bull|USA|2014-02-14|2014-03-31|45
3380|OctoFire 8 Port USB 3.0 Hub with Rapid Charging (96 Watts)|8 Port USB 3.0 Hub That do Rapid Charging (2.4 Amps / 12 Watts per Port) for iPhone, iPad, Android and Other USB Devices.|Gadgets|Irving, TX|20000.0|115414.0|577.07|115414.0|1270|[19, 100, 500, 261, 159, 59, 112, 14, 12, 19, 0, 1, 7]|[1.0, 59.0, 66.0, 69.0, 74.0, 115.0, 128.0, 144.0, 152.0, 252.0, 372.0, 488.0, 600.0]|/projects/853175871/octofire-8-port-usb-30-hub-with-rapid-charging-96|1.0|high|2|low|0|853175871|Skiva Technologies|USA|2015-01-27|2015-02-26|30
3381|Livestreaming the 2014 Race for Governor|We livestreamed the Wendy Davis filibuster. Now we want to make unfiltered video the norm in politics – starting with the 2014 races.|Journalism|Austin, TX|60000.0|65310.0|108.85|65310.0|1269|[176, 268, 232, 200, 112, 45, 20, 7, 7, 1]|[1.0, 10.0, 20.0, 35.0, 75.0, 125.0, 350.0, 500.0, 1000.0, 5000.0]|/projects/texastribune/livestreaming-the-2014-race-for-gorvernor|1.0|dreaming|3|medium|1|texastribune|Texas Tribune|USA|2013-09-27|2013-10-23|26
