,Job_Title,Location,Company,Salary,No_of_Reviews,Company_Ratings,Job_Summary,Salary_Lower,Salary_Higher,State,City
356,Bioinformatics Analyst,"Charlottesville, VA",University of Virginia,60000.0,138.0,52.1,"In addition, qualified candidates will have at least 5 years of experience collaborating with research scientists in performing bioinformatics/genomics data...",50000.0,70000.0,VA,Charlottesville
357,Research Scientist (Military Programs),"Charlottesville, VA",University of Virginia,80650.0,138.0,52.1,"Set-up and operation of high speed data acquisition systems including DTS products such as SLICE, SLICE Pro and TDAS,....",46200.0,115100.0,VA,Charlottesville
358,Geospatial Consultant,"Charlottesville, VA",University of Virginia,60000.0,138.0,52.1,"As a member of the Scholars' Lab, the employee in this position will support that mission by collaborating with a cohort of librarians, geospatial data experts,...",55000.0,65000.0,VA,Charlottesville
359,Computer Vision/Machine Learning Researcher,"Santa Clara, CA",Tandem Recruiting Group,180000.0,None,None,"Our client is the world's leading supplier of video surveillance solutions. From its inception in 2001,they have played an active role in the ever-evolving",180000.0,180000.0,CA,Santa Clara
360,Data Manager for Statewide Mental Health Programs,"Sacramento, CA 95814 (Mansion Flats area)",Mental Health Services Oversight and Accountabilit...,73572.0,None,None,"The Mental Health Services Oversight and Accountability Commission (www.mhsoac.ca.gov) is seeking to hire a Research Scientist II (RSII), annual salary $65",65616.0,81528.0,CA,"Sacramento, CA 95814 (Mansion Flats area"
361,Clinical Lab Scientist,"Sacramento, CA 95816 (Marshall School area)",Bileddo Associates,90000.0,None,None,Bacculaureate degree in Biology or a related science Valid California Clinical Laboratory Scientist license ASCP certification preferred Knowledge:....,80000.0,100000.0,CA,"Sacramento, CA 95816 (Marshall School area"
362,Clinical Lab Scientist CLS,"Sacramento, CA 95816 (Marshall School area)",Bileddo Associates,97500.0,None,None,"They have an immediate opening for a Clinical Laboratory Scientist to work in their award winning lab! Under the supervision of the section supervisor, the...",85000.0,110000.0,CA,"Sacramento, CA 95816 (Marshall School area"
363,Certifying Scientist,"Smyrna, GA 30082",Lighthouse Recruiting,62500.0,None,None,A growing clinical toxicology laboratory is seeking a Certifying Scientist with strong chromatography skills to perform quantification and data review....,55000.0,70000.0,GA,"Smyrna, G"
364,Senior Java Developer,"Los Angeles, CA",LT,180000.0,9.0,43.8,"Our data team consists of two data analysts and three data scientists. My client a leading mobile application company located in Los Angeles, CA is looking for...",180000.0,180000.0,CA,Los Angeles
365,Engineering Scientist - GPS Data Analyst,"Austin, TX",University of Texas at Austin,102498.0,403.0,53.4,Detailed data analyses of GPS observation and navigation data collected from a global GPS tracking network to support objectives related to assessing GPS...,75000.0,129996.0,TX,Austin
366,Research Scientist,"Austin, TX",University of Texas at Austin,55008.0,403.0,53.4,"Provide statistical support on research and survey design, data analysis, and data interpretation. Collaborate effectively with the Latino Research Initiative...",55008.0,55008.0,TX,Austin
367,Research Engineering/ Scientist Associate II - Junior Softwa...,"Austin, TX",University of Texas at Austin,58992.0,403.0,53.4,"Contribute to funded research projects enabling access to world class computing, visualization and data resources at TACC....",58992.0,58992.0,TX,Austin
368,Engineering Scientist Associate - R and D Software Developer,"Austin, TX",University of Texas at Austin,71400.0,403.0,53.4,"Develop algorithms and processing methodologies for the collection, transfer, data processing and visualization of measurement data....",64800.0,78000.0,TX,Austin
369,Research Scientist,"Austin, TX 78717",The University of Texas at Austin,55008.0,403.0,53.4,"Provide statistical support on research and survey design, data analysis, and data interpretation. Collaborate effectively with the Latino Research Initiative...",55008.0,55008.0,TX,"Austin, T"
370,Senior Statistical Analyst,"Austin, TX",Health & Human Services Comm,73200.0,None,None,Creation of data appropriate statistical sampling plans; Reviews and analyzes health claims data to determine error rates in statistically valid random samples...,63108.0,83292.0,TX,Austin
371,Research Engineering/ Scientist Associate III - Software Eng...,"Austin, TX",University of Texas at Austin,66492.0,403.0,53.4,"Contribute to funded research projects enabling access to world class computing, visualization and data resources at TACC....",66492.0,66492.0,TX,Austin
372,Engineering Scientist - GPS and GNSS Data Analyst,"Austin, TX",University of Texas at Austin,102498.0,403.0,53.4,Provide detailed data analyses of GPS observation and navigation data collected from a global GPS tracking network supporting objectives related to assessing...,75000.0,129996.0,TX,Austin
373,Statistical Analyst,"Austin, TX",Health & Human Services Comm,63990.0,None,None,Creation of data appropriate statistical sampling plans; Reviews and analyzes health claims data to determine error rates in statistically valid random samples...,55188.0,72792.0,TX,Austin
374,Senior Machine Learning Data Scientist,"Austin, TX",All-In Analytics,150000.0,None,None,"Machine Learning Data Scientist. Forecasting, Statistical Modeling, building new data driven products. Sr....",140000.0,160000.0,TX,Austin
375,Engineering Scientist Associate - Remote Sensing Computation...,"Austin, TX",University of Texas at Austin,71400.0,403.0,53.4,"Employ computational solutions for remote sensing data production, evaluation and application. Familiarity with sensor technologies and data products derived...",64800.0,78000.0,TX,Austin
376,"THP Statistician II, HSOC","Austin, TX",Texas Department of Public Safety,48720.0,98.0,44.4,"Prepare, compile, test, analyze, and interpret statistical data. Prepare various data and quality assurance reports for THP field offices....",42240.0,55200.0,TX,Austin
377,Senior Research Scientist,"Austin, TX",University of Texas at Austin,80004.0,403.0,53.4,"Play leadership role in development of data coordinating center to create data sets for research, offer content expertise, scientific leadership and oversight....",80004.0,80004.0,TX,Austin
378,Research Engineering/ Scientist Associate II,"Austin, TX",University of Texas at Austin,48000.0,403.0,53.4,Proficiency with MS Office Suite and excellent data management/analysis skills. To support the clinical research activities of the Neurology Department....,48000.0,48000.0,TX,Austin
379,Data Scientist,"Austin, TX",Health & Human Services Comm,83298.0,None,None,The Data Scientist design and implement analytical studies; The Data Scientist is selected by and report to the Director of Data Analytics at Medicaid/CHIP...,63108.0,103488.0,TX,Austin
380,"Forensic Scientist I-III (Forensic Document Examination), LE...","Austin, TX",Texas Department of Public Safety,54294.0,98.0,44.4,Forensic Scientist I-III. Ability to present scientific data and the results of analyses to a lay jury in an understandable manner....,43392.0,65196.0,TX,Austin
381,Microbiology Supervisor / MLS Program Director,"Austin, TX",Dept of State Health Services,56400.0,18.0,51.6,"Evaluates and interprets highly complex data. Must be certified as a Medical Technologist (MT) OR Medical Laboratory Scientist (MLS), ASCP....",54000.0,58800.0,TX,Austin
382,Senior Research Scientist,"Austin, TX 78717",The University of Texas at Austin,80004.0,403.0,53.4,"Play leadership role in development of data coordinating center to create data sets for research, offer content expertise, scientific leadership and oversight....",80004.0,80004.0,TX,"Austin, T"
383,Engineering Scientist Associate - System Support Engineering...,"Austin, TX",University of Texas at Austin,71400.0,403.0,53.4,Government globally distributed GPS monitoring system requiring continuous real-time data flow. Perform server and data archive hardware trouble shooting and...,64800.0,78000.0,TX,Austin
384,Machine Learning Engineer,"Austin, TX",Volt Workforce Solutions,135000.0,1.0,43.2,"Data mining competition experience preferred (Kaggle, KDDCUP, etc). Experience with large datasets, distributed systems, and/or data visualization is a....",120000.0,150000.0,TX,Austin
385,Engineering Scientist - Geospatial Application Software Deve...,"Austin, TX",University of Texas at Austin,102498.0,403.0,53.4,"Lead a small development team in the design, implementation, and maintenance of software applications used for geodetic data analysis....",75000.0,129996.0,TX,Austin
386,Senior Software Engineer/Team Lead,"Austin, TX",XOR Data Exchange,90000.0,None,None,"XOR is leading a data revolution by giving transparency, accountability and control back to data owners. Our technical team consists of fast-paced, inventive...",90000.0,90000.0,TX,Austin
387,LCMS Certifying Scientist,"Austin, TX",Lighthouse Recruiting,70000.0,None,None,"Join our Medical Laboratory Scientists Groups:. Reviews drug confirmation data from the laboratory, compares with the initial screening data for accuracy and...",60000.0,80000.0,TX,Austin
388,Engineering Scientist - Web Application Developer,"Austin, TX",University of Texas at Austin,102498.0,403.0,53.4,Develop and maintain internal and external-facing web applications to support GPS/GNSS data analysis. Develop server and client-side software to implement web...,75000.0,129996.0,TX,Austin
389,Engineering Scientist - Satellite Attitude Determination Spe...,"Austin, TX",University of Texas at Austin,102498.0,403.0,53.4,"Provide oversight, analysis and guidance to operational processing of on-orbit data. Develop, direct and perform advanced level scientific research projects in...",75000.0,129996.0,TX,Austin
390,Senior Systems Administrator - Project Specific Linux and So...,"Austin, TX",University of Texas at Austin,78000.0,403.0,53.4,Government globally distributed GPS monitoring system requiring continuous real-time data flow. Perform server and data archive hardware troubleshooting and...,66000.0,90000.0,TX,Austin
391,Senior Data Scientist,"San Jose, CA",Smith Hanley Associates,80000.0,12.0,51.6,The data scientist Senior Analyst should also be aware of data analysis and predictive modeling best practices and drive innovation in these areas within the...,75000.0,85000.0,CA,San Jose
392,Engineering Manager - Big Data Algorithms & Core Engineering,"Milpitas, CA","Redolent, Inc",185000.0,None,None,Hired and led a team of engineers &amp; data scientists. Industry experience in Data modelling &amp; Data science engineering....,185000.0,185000.0,CA,Milpitas
393,UI Architect/Lead,"Mountain View, CA 94035","Tiva Systems, Inc",150000.0,None,None,"You will help build the UI from ground up, which will be simple to use but solve complex problems using best of breed tools.You will be involved in all phases...",150000.0,150000.0,CA,"Mountain View, C"
394,Senior Machine Learning Engineer,"Framingham, MA",Workbridge Associates,140000.0,25.0,41.4,"Experience with data manipulation:. Big Data experience such as Hadoop, Spark, Scala, or Cassandra. One of the most successful and industry leading company has...",110000.0,170000.0,MA,Framingham
395,None,"Hopkinton, MA 01748",Liberty Mutual,116000.0,1.0,43.8,"Familiarity with DBMS Languages, Data Profiling, Data Design &amp; Architecture. Comfortable in manipulating and analyzing complex, high-volume, high-dimensionality...",95000.0,137000.0,MA,"Hopkinton, M"
396,Data Visualization Developer - all new d3 based development,"Framingham, MA",The Bivium Group,105000.0,None,None,Company has several talented data scientists and want someone that is front-end focused and has built dynamic front-ends for visualizing data....,80000.0,130000.0,MA,Framingham
397,Web Developers* (new full stack MEAN.JS core product develop...,"Framingham, MA",The Bivium Group,105000.0,None,None,"Jamie is a top ranked technical recruiter in Boston, w/65+ written linkedin endorsements , that has been expertly recruiting and placing Software Engineers and...",80000.0,130000.0,MA,Framingham
398,Senior Machine Learning Engineer,"Marlborough, MA",Execu | Search,150000.0,59.0,43.8,Big Data and Data manipulation. Crunch samples for data mining and statistical modeling for prediction use-cases....,140000.0,160000.0,MA,Marlborough
399,"Software Engineers - High Performance, C, Linux, Real-Time D...","Needham, MA",The Bivium Group,125000.0,None,None,Jamie is a top ranked technical recruiter in Boston with 75+ Recommendations on LinkedIn that has been expertly recruiting and placing Software Engineers and...,100000.0,150000.0,MA,Needham
400,"Research Analyst, Population Estimates Program -EPPR","Shrewsbury, MA",University of Massachusetts - President's Office,41000.0,None,None,"Research Analysts work with public data sources from a wide range of Federal, State and Local data providers, including the U.S....",38000.0,44000.0,MA,Shrewsbury
401,GC-MS Scientist,"Cleveland, OH",Hunter International,67500.0,13.0,54.0,Review data for technical content and good record keeping practices. Coordinate the timely and compliant generation of data to support client project....,60000.0,75000.0,OH,Cleveland
402,None,"Cleveland, OH 44115 (Downtown area)",Chmura Economics and Analytics,55000.0,None,None,You’ll work with an amazing team of economists and data scientists to sell state of the art software and data products....,55000.0,55000.0,OH,"Cleveland, OH 44115 (Downtown area"
403,Quality Control Scientist,"Cleveland, OH",Hunter International,60000.0,13.0,54.0,QC Associate Scientist. Review data for technical content and good record keeping practices. Coordinate the timely and compliant generation of data to support...,50000.0,70000.0,OH,Cleveland
404,Data Analysis Coordinator,"Cleveland, OH 44101 (Central area)","Presidio Networked Solutions Group, LLC",85000.0,None,None,"Please send your resume to tmarkle@presidio.com data analysis, SQL, ETL, data sets, gather data, report in data, report writing....",85000.0,85000.0,OH,"Cleveland, OH 44101 (Central area"
405,Research Scientist,"San Antonio, TX",Food Safety Net Services,62500.0,None,None,"Compile data in various analytical formats. Interpret data and present findings with appropriate documentation, references, and supporting material to the food...",50000.0,75000.0,TX,San Antonio
406,Individual Life Actuarial Analyst - Quantitative,"San Antonio, TX",Selby Jennings,135000.0,None,None,"My client is one of the leading insurance companies in the world, they are looking for an Actuarial Analyst for the Life Insurance pricing group.",100000.0,170000.0,TX,San Antonio
407,Institutional Research Analyst,"Ridgecrest, CA",Kern Community College District,67440.0,10.0,43.2,"Operate a variety of software packages used on mainframe and personal computers for data analysis, data management, graphics and word processing....",67440.0,67440.0,CA,Ridgecrest
408,SERVICE DESK ANALYST,"Seattle, WA",University of Washington,51138.0,331.0,52.1,Pull data from Analysts statistics and SDM (reporting tool) and telephone system; UW Medicine’s mission is to improve the health of the public by advancing...,43620.0,58656.0,WA,Seattle
409,IDENTITY AND ACCESS ANALYST,"Seattle, WA",University of Washington,50136.0,331.0,52.1,Previous experience working in data analysis and data quality. Demonstrated knowledge and experience with data analysis and data structures....,42768.0,57504.0,WA,Seattle
410,Senior Research Analyst,"Albuquerque, NM",Central New Mexico Community College,53137.0,53.0,52.8,Participate in data gathering activities with other Senior Research Analysts. This is a benefits eligible position....,53137.0,53137.0,NM,Albuquerque
411,Health Protection Scientist I,"Albuquerque, NM",Bernalillo County Government,48287.5,None,None,"Collect field samples, environmental/public health related data and/or information for laboratory or trend analysis;...",41309.0,55266.0,NM,Albuquerque
412,"Physicist, GS-1310-7-Palace Acquire Intern","Kirtland AFB, NM",AIR FORCE,46038.0,12.0,54.6,"Assigned to higher grade Scientist. And pertinent data to be used by higher grade physicists, engineers contractors....",40033.0,52043.0,NM,Kirtland AFB
413,Clinical Pathology Operations Supervisor,"Waukegan, IL",Lighthouse Recruiting,82500.0,None,None,Join our Medical Laboratory Scientists Groups:. Provide supervisory review and quality oversight of all data generated from a validated computer system....,75000.0,90000.0,IL,Waukegan
414,Senior Data Scientist,"Oak Brook, IL",Workbridge Associates,130000.0,25.0,41.4,A well-established and industry leading 3PL company is looking to add a Senior Data Scientist to grow their predictive modeling and analytics group....,110000.0,150000.0,IL,Oak Brook
415,Data Scientist,"Mountain View, CA",Workbridge Associates,145000.0,25.0,41.4,As a Data Scientist you will be responsible for the following -. Strong data mining. Market leader in the enterprise software security space is looking for a...,120000.0,170000.0,CA,Mountain View
416,Senior Data Scientist,"Mountain View, CA",Workbridge Associates,175000.0,25.0,41.4,Large data sets and predictive analysis. A fast paced startup in Mountain View is taking on social media marketing and looking for a Senior Data scientist to...,150000.0,200000.0,CA,Mountain View
417,Data Scientist,"Louisville, KY 40229",Mesh Recruiting,90000.0,None,None,Take an active role in the development of strategies and marketing tests to improve marketing performance by translating quantitative findings to practical data...,90000.0,90000.0,KY,"Louisville, K"
418,Senior Data Scientist (Media),"New York, NY",Averity,150000.0,None,None,We are looking for a Senior Data Scientist excited about the thought of heading up our new Data Science group....,150000.0,150000.0,NY,New York
419,Senior / Director Data Science,"New York, NY",Beeswax,147500.0,None,None,"A minimum of 5 years experience in Machine learning, large-scale data mining, or applied data science. We’re seeking a senior data scientist in New York City to...",130000.0,165000.0,NY,New York
420,Quantitative Analyst,"New York, NY",StreetID,120000.0,None,None,Professional or academic experience working with large/noisy data sets. The emphasis here will be on hiring exceptional talent with a passion for turning...,120000.0,120000.0,NY,New York
421,CLINICAL LABORATORY SCIENTIST I (North County),"Los Angeles, CA",Los Angeles County Department of Human Resources,73860.0,None,None,"Enters test results, quality control and improvement data. Clinical Laboratory Scientist license issued by the State of California Deparment of Health Services....",71856.0,75864.0,CA,Los Angeles
422,CLINICAL LABORATORY SCIENTIST I (Blood Bank),"Los Angeles, CA",Los Angeles County Department of Human Resources,75864.0,None,None,"Enters test results, quality control and improvement data. Six (6) months experience as a Clinical Laboratory Scientist in an approved laboratory*....",75864.0,75864.0,CA,Los Angeles
423,"Director of Science, Technology, Engineering and Mathematics...","Malden, MA",Commonwealth of Massachusetts,81867.5,134.0,51.0,ESE seeks an individual who has deep knowledge and understanding of STEM and the development of children as scientists and mathematicians;...,44590.0,119145.0,MA,Malden
424,Machine Learning Developer,"Indianapolis, IN",Momentum LLC,110000.0,None,None,Exploit on-device and across-device data to improve the user experience. Leading local technology company is in the process of building a new Data Science/Data...,110000.0,110000.0,IN,Indianapolis
425,R&D Scientist,"Indianapolis, IN",Hamilton Mayer,90000.0,None,None,ROLE - R&amp;D Scientist (Specialty Chemicals). Conduct independent research and data analysis on the technologies of silicone products....,80000.0,100000.0,IN,Indianapolis
426,Lead Data Scientist - Engineering/Internet of Things,"Indianapolis, IN",Momentum LLC,130000.0,None,None,"We are looking for a unique type of data scientist who has solid experience with technical data modeling, computer science, as well as a background in business,...",130000.0,130000.0,IN,Indianapolis
427,Microsoft Business Intelligence Data Engineer,"Indianapolis, IN",Momentum LLC,85000.0,None,None,"The ideal candidate will assist the team of data scientists in completing large big data analyses in various industries such as health care, engineering,...",85000.0,85000.0,IN,Indianapolis
428,Data Scientist,"Fairfax, VA",Jobspring Partners,150000.0,12.0,40.8,Machine Learning and Data Mining. A growing media-buying platform company in Redwood City is looking for a Senior Data Scientist to join their team....,140000.0,160000.0,VA,Fairfax
429,Statistical Analyst -- Health-7445 - 7445,"Milwaukee, WI",S.C. International,80000.0,None,None,Extremely successful consulting practice has an immediate need for a Statistical Analyst. Our client is an industry leader in consulting to the healthcare,80000.0,80000.0,WI,Milwaukee
430,Principal Data Scientist,"San Francisco, CA",Workbridge Associates,180000.0,25.0,41.4,A San Francisco-based agriculture software company is hiring for a Principal Data Scientist to help lead a team....,170000.0,190000.0,CA,San Francisco
431,Senior Data Scientist,"San Francisco, CA",Workbridge Associates,170000.0,25.0,41.4,A leading technology company is looking for Data Scientists to join their Engineering team to help transform data into insights....,150000.0,190000.0,CA,San Francisco
432,Quantitative Financial Analyst - VP,"Charlotte, NC",Selby Jennings,150000.0,None,None,A Top Tier Investment Bank is looking for an experienced risk quant to join their Global Analytics team. This person will be Responsible for independently,150000.0,150000.0,NC,Charlotte
433,Data Scientist,"Charlotte, NC",Access Staffing,150000.0,104.0,43.2,"Our client, a global financial services firm in Charlotte, NC is seeking a data scientist to join their team to make a difference within their usage of big data...",150000.0,150000.0,NC,Charlotte
434,Data Scientist,"Fort George G Meade, MD",National Security Agency,91581.5,78.0,53.4,"Exploit, fuse and use data and data sources. Analyze data using mathematical/statistical methods. Such as calculus, differential equations, discrete mathematics...",78549.0,104614.0,MD,Fort George G Meade
435,Database/Research Analyst (Advanced Excel/SQL querying) ATR1...,"Frederick, MD",ATR International,110000.0,None,None,"Strong ability to retrieve data from various information systems. 3+ years of experience with SQL, or other data management, reporting and query tools....",110000.0,110000.0,MD,Frederick
436,R&D Scientist- Proteomics,"Columbia, SC",IMCS,85000.0,None,None,"Strong data analysis skills, ability to interpret and draw conclusions from vast amounts of data. Familiarity with multi-omic data integration....",85000.0,85000.0,SC,Columbia
437,Senior Data Scientist,"San Diego, CA 92121",AbleForce Inc,110000.0,None,None,"3-5+ years of experience working in Data Scientist capacity or related role. Come up to speed and be immersed in multiple complex data sources, and identify new...",110000.0,110000.0,CA,"San Diego, C"
438,Research Analyst (2016-1126),"San Marcos, CA 92096",California State University,58572.0,449.0,53.4,"This position is subject to a background check including, but not limited to, employment verification, education verification, reference checks and criminal",44652.0,72492.0,CA,"San Marcos, C"
439,"Software Architect - Angular, Big Data Visualization UI Arch...","San Diego, CA 92122",TriStaff Group,140000.0,None,None,"This role will work closely with senior level backend software and systems engineers, product managers, and data scientists....",130000.0,150000.0,CA,"San Diego, C"
440,"Genetic Counselor, Clinical Genomics","Plano, TX",Lighthouse Recruiting,95000.0,None,None,"Join our Medical Laboratory Scientists Groups:. As a genetic counselor, you would have the opportunity to review patient genomic testing data interpret...",80000.0,110000.0,TX,Plano
441,"Principal Statistician, Oncology","Gaithersburg, MD",Smith Hanley Associates,135000.0,12.0,51.6,"""Experienced with Development, program design and data analysis and interpretation. Principal Statistician, Oncology....",130000.0,140000.0,MD,Gaithersburg
442,"Director, Statistics - Clinical Trial Design Specialist","Gaithersburg, MD",Penfield Search Partners,180000.0,None,None,"Analysis and interpretation of safety data. Knowledge/research experience in group-sequential/adaptive designs, multiple testing, Bayesian statistics, optimal...",180000.0,180000.0,MD,Gaithersburg
443,Research Chemist / Flavor Scientist - Foods,"Plainsboro, NJ 08536","Engineering Resource Group, Inc.",70000.0,3.0,52.8,"Excellent written and verbal communication skills, project management skills, and problem solving and data analysis skills....",65000.0,75000.0,NJ,"Plainsboro, N"
444,Clinical Trial Manager V,"Bridgewater, NJ","NewAgeSys,Inc",150000.0,None,None,DATA MANAGEMENT CTOM:. Capable of interacting effectively with scientists and managers within and outside CSO SCP;...,150000.0,150000.0,NJ,Bridgewater
445,Senior Statistician (SAS / SQL),"Elizabeth, NJ",ETS Inc.,115000.0,None,None,Experience with various data types (e.g. We are seeking an experienced Statistician to aid with company analytics and initiatives....,115000.0,115000.0,NJ,Elizabeth
446,Sr. Statistician for Global for Top Name-Brand Company,"Union, NJ",Averity,107500.0,None,None,"As a Senior Statistician, you will be proficient in SAS and SQL and will utilize your big data and predictive modeling skills to analyze and interpret massive...",95000.0,120000.0,NJ,Union
447,Principal Data Scientist,"Basking Ridge, NJ",Averity,157500.0,None,None,"We are bringing on a Principal Data Scientist to join our company that is focused on technology, consumer products and entertainment....",140000.0,175000.0,NJ,Basking Ridge
448,UNIV - Staff Scientist I - Biochemistry,"Charleston, SC",Medical University of South Carolina,48453.5,180.0,51.0,"They will also perform such current cellular, molecular and biochemical techniques as mouse surgery, organoid culture, Western blots, ELISA, qPCR, flow...",39960.0,56947.0,SC,Charleston
449,Data Scientist,"San Jose, CA 95113 (Downtown area)",Jobspring Partners,165000.0,None,None,"A fast growing IoT Security company is looking for a Data Scientist and is willing to pay up to $180,000. There will be many roles filled over the next few...",150000.0,180000.0,CA,"San Jose, CA 95113 (Downtown area"
450,Data Scientist,"Waltham, MA",Strategic Employment Partners,90000.0,None,None,"Ground-breaking startup, located in Waltham, involved with understanding cognitive studies, emotions, and psychology is looking to add a new Data Scientist....",90000.0,90000.0,MA,Waltham
451,Equity Research Analyst - Power & Utilities,"New York, NY",Spencer Ogden,115000.0,7.0,41.4,"Urgently seeking Equity Research Analysts, specifically with Power experience, to work for a Private Equity firm within Power and EnergyTech Industry. More",110000.0,120000.0,NY,New York
452,VP of Data,"New York, NY",Harnham,190000.0,None,None,VP of Data. The data team's mission is to provide the highest level of service to the community through analysing and researching all aspects of data and...,190000.0,190000.0,NY,New York
453,Maryland Statistical Analysis Center (MSAC) Statistical Anal...,"Crownsville, MD 21032",Governor's Office of Crime Control & Prevention,50000.0,2.0,54.0,Ability to collect and analyze data and write empirical reports based on such data; And becoming involved with various criminal justice data improvement...,50000.0,50000.0,MD,"Crownsville, M"
454,Drug Discovery Scientist,"Baltimore, MD",Johns Hopkins University,51114.0,348.0,51.0,"Including HTS assay development, and data analysis and annotation. This position is ideal for a broadly trained scientist who is interested....",43011.0,59217.0,MD,Baltimore
455,Lead Data Scientist,"Baltimore, MD",Net-Consultants,140000.0,None,None,"Guide junior data scientists in aggregating and exploring applicant data to test statistical hypotheses. Our client, a small, early stage, high growth company...",140000.0,140000.0,MD,Baltimore
456,Earned Value Management & Cost Research Analyst,"Fort George G Meade, MD",National Security Agency,75091.5,78.0,53.4,Use scientific methods to collect and analyze data using mathematical/statistical methods. Review the nature and quality of cost data sources and evaluate their...,65572.0,84611.0,MD,Fort George G Meade
457,Data Scientist,"Baltimore, MD",Jobspring Partners,160000.0,12.0,40.8,"As a Senior Data Scientist, you would be responsible for guiding junior data scientists as well as collaborating closely with the engineering team to expand on...",140000.0,180000.0,MD,Baltimore
458,Bioinformatician/Proteomics Specialist,"Baltimore, MD",Johns Hopkins University School of Medicine,59500.0,348.0,51.0,"CPD is looking for bioinformatician/proteomics specialist who can do sample preparation, database search and data analysis for mass spectrometry-based....",45000.0,74000.0,MD,Baltimore
459,Operations Research Analyst,"Fort George G Meade, MD",National Security Agency,75091.5,78.0,53.4,"Demonstrate knowledge of the theories, principles, and practices of cost analysis in support of the development of cost estimates that includes data collection,...",65572.0,84611.0,MD,Fort George G Meade
460,Principal Environmental Engineer,"Laurel, MD 20707",WSSC,93986.5,21.0,42.0,"Ability to plan and oversee the work of professional engineers and scientists; Supports and works with scientists, engineers and other employees in the study...",74399.0,113574.0,MD,"Laurel, M"
461,Mathematicians,"Fort George G Meade, MD",National Security Agency,75091.5,78.0,53.4,"These include, but are not limited to cryptography, data mining, temporal analysis and forecasting, signals analysis, speech and text processing, coding theory,...",65572.0,84611.0,MD,Fort George G Meade
462,Mathematical Statisticians,"Fort George G Meade, MD",National Security Agency,75091.5,78.0,53.4,"These include, but are not limited to, problems in cryptography, data mining, predictive and explanatory modeling, temporal analysis and forecasting, signals...",65572.0,84611.0,MD,Fort George G Meade
463,Sr. Research Data Analyst,"Baltimore, MD",Johns Hopkins University,58175.5,348.0,51.0,"For analyzing high-throughput genomics, epigenomics, and transcriptomics data. Two years working with high-throughput genomics data, preferably with next...",48977.0,67374.0,MD,Baltimore
464,Earned Value Management & Cost Research Analyst - Experience...,"Fort George G Meade, MD",National Security Agency,116850.0,78.0,53.4,Use scientific methods to collect and analyze data using mathematical/statistical methods. Review the nature and quality of cost data sources and evaluate their...,92145.0,141555.0,MD,Fort George G Meade
465,Research Analyst,"Baltimore, MD",Johns Hopkins University,80052.5,348.0,51.0,"Collaboration includes but is not limited to the development of new statistical and methodological techniques and publishing of novel research, bioinformatics,...",67381.0,92724.0,MD,Baltimore
466,Institutional Research Analyst,"Baltimore, MD",Johns Hopkins University,51114.0,348.0,51.0,"The ability to tell stories with data using data visualization software such as Tableau, Excel, SPSS,. An ability to use data retrieval and manipulation tools...",43011.0,59217.0,MD,Baltimore
467,Sr. Institutional Research Analyst,"Baltimore, MD",Johns Hopkins University,59339.0,348.0,51.0,"Supports standard data reporting requirements and responds to external information and data. Plays a role in accreditation data collection efforts, providing...",49957.0,68721.0,MD,Baltimore
468,Sr. Biostatistician,"Baltimore, MD",Johns Hopkins University,68904.0,348.0,51.0,"Formation of statistical designs for studies, drafting statistical analysis plans, interfacing with database designers to ensure that the data collected can...",57999.0,79809.0,MD,Baltimore
469,Software Engineer,"Fort George G Meade, MD",National Security Agency,75091.5,78.0,53.4,"As a Computer Scientist, you may be part of a team tasked with delivering a revolutionary data collection and analysis system, analyzing user/customer...",65572.0,84611.0,MD,Fort George G Meade
470,Sr. Research Service Analyst,"Baltimore, MD",Johns Hopkins University,57329.0,348.0,51.0,"Responsible for Managing post award process involving large multi-center proposals, standard sponsored grants and research contracts including but not limited...",48251.0,66407.0,MD,Baltimore
471,Research Service Analyst,"Baltimore, MD",Johns Hopkins University,48201.0,348.0,51.0,"Data for submission to appropriate funding agencies. Budgets, budget justifications, and other required administrative data....",40615.0,55787.0,MD,Baltimore
472,Research Specialist,"Baltimore, MD",Johns Hopkins University,43986.0,348.0,51.0,"Enter and verify study specific data. With databases (FreezerPro preferable), accurate data entry, and report generation....",37040.0,50932.0,MD,Baltimore
473,Postdoctoral Fellowship in Immuno-Oncology,"Baltimore, MD 21205 (Orangeville area)",Johns Hopkins University,45000.0,348.0,51.0,"Formal training in immunology or data science is preferred. Diverse and inclusive, Johns Hopkins Medicine educates medical students, scientists, health care...",45000.0,45000.0,MD,"Baltimore, MD 21205 (Orangeville area"
474,Senior C++Software Developer,"Lanham, MD",Jobspring Partners,135000.0,12.0,40.8,"The team - consisting of expert scientist and engineers are team players. High Performance Computing (HPC), GIS, imagery, vectors, terrain, processing, data,...",120000.0,150000.0,MD,Lanham
475,Research Billing Compliance Analyst,"Baltimore, MD",Johns Hopkins University,66956.5,348.0,51.0,"Familiar with Access data bases. Within a research study or the start of a new clinical study, so that the data base of patients on....",56416.0,77497.0,MD,Baltimore
476,Cryptanalytic Computer Network Operations Development Progra...,"Fort George G Meade, MD",National Security Agency,76258.5,78.0,53.4,"Data Structures, Algorithms, and a programming language or other related. To meet these needs, the Cryptanalytic Computer Network Operations Development Program...",67906.0,84611.0,MD,Fort George G Meade
